model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.139139,0.078761,2.094044,2.099685,0.16474,0.139139
ffn#2,0.136893,0.096639,2.113433,1.809717,0.123776,0.136893
ffn#1,0.135555,0.095233,2.119845,1.818634,0.122915,0.135555
rf#1,0.134472,0.084267,2.150676,2.089394,0.146801,0.134472
lgbm_gbdt#1,0.130949,0.090939,1.952161,1.972595,0.158755,0.130949
pls#2,0.128564,0.07311,2.173751,2.003922,0.134182,0.128564
N-En,0.128307,0.080904,2.24057,2.275972,0.142474,0.128307
lgbm_gbdt#2,0.115038,0.062533,1.886732,1.857999,0.140313,0.115038
rf#2,0.112815,0.066932,2.263632,2.08329,0.130616,0.112815
pls#1,0.110857,0.038501,2.175012,2.32384,0.129485,0.110857
lgbm_dart#1,0.101026,0.055169,2.26733,2.17701,0.120119,0.101026
L-En,0.054085,0.024951,2.989209,2.61074,0.058083,0.054085
ridge#2,0.043359,0.030107,1.383847,2.662164,0.031679,0.043359
ridge#1,0.043228,0.029963,1.395203,2.66297,0.03173,0.043228
lasso#2,0.042795,0.016707,3.018177,2.866808,0.049689,0.042795
lasso#1,0.042747,0.016704,3.018408,2.866732,0.049638,0.042747
elasticnet#2,0.04188,0.016572,3.021134,2.864871,0.048722,0.04188
elasticnet#1,0.041728,0.016576,3.021223,2.86374,0.048562,0.041728
pcr#2,-0.006206,0.000161,-2.812213,1.040978,-0.008536,-0.006206
pcr#1,-0.006206,0.000161,-2.812213,1.040978,-0.008536,-0.006206
