model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ffn#2,0.104724,0.087301,1.783968,1.714282,0.136893
lgbm_dart#2,0.103983,0.063642,1.681373,1.789908,0.139139
ffn#1,0.103694,0.08631,1.793052,1.731437,0.135555
rf#1,0.102047,0.071413,1.766725,1.761593,0.134472
N-En,0.100098,0.071097,1.795745,2.01032,0.128307
pls#2,0.097973,0.066609,1.670074,1.921134,0.128564
lgbm_gbdt#1,0.097841,0.075768,1.529643,1.65366,0.130949
pls#1,0.092468,0.035225,1.675366,2.318334,0.110857
rf#2,0.089236,0.056872,1.822064,1.760899,0.112815
lgbm_gbdt#2,0.087173,0.051542,1.433467,1.466359,0.115038
lgbm_dart#1,0.08064,0.050838,1.798611,1.98739,0.101026
L-En,0.049479,0.024607,2.456709,2.581974,0.054085
lasso#2,0.038871,0.017223,2.397274,2.689347,0.042795
lasso#1,0.03883,0.017219,2.397087,2.690088,0.042747
elasticnet#2,0.03809,0.01708,2.393025,2.700907,0.04188
elasticnet#1,0.037956,0.017077,2.391707,2.703418,0.041728
ridge#2,0.036265,0.028648,0.874457,2.585038,0.043359
ridge#1,0.036197,0.028545,0.886605,2.584382,0.043228
pcr#2,-0.006993,0.000159,-2.403234,1.077891,-0.006206
pcr#1,-0.006993,0.000159,-2.403234,1.077891,-0.006206
