model,IC_mean,IC_std,N
L-En,0.14248776218733483,0.2683315568068754,8
N-En,0.17298841705474496,0.34116751679890917,8
elasticnet#1,0.10428086204637559,0.26047098757353665,8
elasticnet#2,0.10362868813333212,0.2599592640476788,8
ffn#1,0.24456116946946801,0.3776417378395494,8
ffn#2,0.25943819047197697,0.39521352253477293,8
lasso#1,0.10428086204637559,0.26047098757353665,8
lasso#2,0.10468486879477593,0.2638232752709684,8
lgbm_dart#1,0.03760573398000266,0.3652836888489531,8
lgbm_dart#2,0.05844081956765361,0.2858376903281607,8
lgbm_gbdt#1,0.01181360046498793,0.18736408652593553,8
lgbm_gbdt#2,0.038720317922484246,0.25415483577727666,8
pcr#1,-0.20417325509439188,0.47578183636306987,8
pcr#2,-0.20417325509439188,0.47578183636306987,8
pls#1,0.1288293384275347,0.29288428925357024,8
pls#2,0.22140790055280563,0.3445060788001221,8
rf#1,0.06313225685173024,0.20552863544336972,8
rf#2,0.012547213962486758,0.30050116612217453,8
ridge#1,0.12904809180477167,0.2785099194219944,8
ridge#2,0.12190523466191452,0.29031206800943926,8
