model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,8,0.246433,0.390982,1.782734,0.75
N-En,8,0.26823,0.455175,1.666763,0.75
elasticnet#1,8,0.242265,0.364626,1.879267,0.75
elasticnet#2,8,0.242265,0.364626,1.879267,0.75
ffn#1,8,0.293869,0.476329,1.744981,0.625
ffn#2,8,0.298108,0.470629,1.791596,0.75
lasso#1,8,0.242265,0.364626,1.879267,0.75
lasso#2,8,0.242265,0.364626,1.879267,0.75
lgbm_dart#1,8,0.240614,0.416306,1.634757,0.75
lgbm_dart#2,8,0.212107,0.383553,1.564134,0.625
lgbm_gbdt#1,8,0.126157,0.226302,1.576772,0.75
lgbm_gbdt#2,8,0.189381,0.40528,1.321676,0.625
pcr#1,8,-0.21613,0.409787,-1.491774,0.25
pcr#2,8,-0.21613,0.409787,-1.491774,0.25
pls#1,8,0.236259,0.374392,1.784872,0.75
pls#2,8,0.254583,0.39832,1.807766,0.75
rf#1,8,0.23308,0.395114,1.668506,0.75
rf#2,8,0.166362,0.239742,1.96271,0.75
ridge#1,8,0.241181,0.363753,1.875346,0.75
ridge#2,8,0.241181,0.363753,1.875346,0.75
