model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.35549399953571903,"[-0.4197996251245999, -0.29118837394683816]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.23412963218572602,"[-0.195922352393739, -0.27233691197771304]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.3135050533351521,"[-0.3363538927951466, -0.2906562138751576]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.3587751389634848,"[-0.42645608565722615, -0.2910941922697434]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.48461831872960504,"[-0.6852658060387402, -0.28397083142046986]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.2825961505210094,"[-0.2782578972583454, -0.2869344037836734]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.4671116377857113,"[-0.6492421356655005, -0.2849811399059221]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.10145557914936165,"[-0.028114286436265346, -0.17479687186245796]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.046949057298067975,"[0.020203266591018565, -0.11410138118715452]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.5409765221225087,"[-0.8008472803710787, -0.2811057638739387]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.17848955915094766,"[-0.11602010764300452, -0.2409590106588908]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.3725172631070993,"[-0.4544645259978659, -0.2905700002163327]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.33992881853203927,"[-0.38843834016422596, -0.2914192968998526]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.07539044081557966,"[-0.0036361918000371585, -0.14714468983112217]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-1.5707042481684592,"[-2.8723909301437702, -0.269017566193148]",3,1,60,True,
