model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#1,0.053763,0.053804,1.596167,1.218546,0.173259
lgbm_dart#2,0.044455,0.039694,2.080284,1.491702,0.116148
rf#1,0.024716,0.041498,0.937077,1.092844,0.154057
rf#2,0.020015,0.041627,0.931572,1.135206,0.157555
N-En,0.017569,0.048034,0.897866,1.32519,0.144563
lgbm_gbdt#2,0.008131,0.015584,1.574013,1.185103,0.08109
lgbm_gbdt#1,0.007964,0.01548,1.557441,1.179508,0.08106
pcr#2,0.004555,0.027064,0.853127,1.442381,0.085958
pcr#1,0.004555,0.027064,0.853127,1.442381,0.085958
L-En,-0.016094,0.027269,-0.184322,1.018551,0.099082
elasticnet#1,-0.039038,0.013035,-0.905256,0.840446,0.068581
elasticnet#2,-0.04079,0.011941,-0.968926,0.789703,0.071064
lasso#2,-0.041195,0.011168,-0.998649,0.753356,0.07198
lasso#1,-0.041209,0.011132,-0.999627,0.751879,0.071953
ridge#2,-0.062963,0.020785,-0.860455,0.951884,0.085461
ridge#1,-0.062982,0.020657,-0.866411,0.951501,0.084748
pls#1,-0.06668,0.021961,-0.52764,0.5301,0.164623
pls#2,-0.106702,0.010912,-1.013494,0.449769,0.14134
ffn#1,-0.156992,0.009196,-1.071781,0.438037,0.137312
ffn#2,-0.167936,0.009876,-1.105944,0.450037,0.133966
