date,n_rows,avg_miss
2020-01-13,5,0.21842105263157896
2020-01-14,8,0.11513157894736842
2020-01-15,5,0.14736842105263157
2020-01-16,9,0.1067251461988304
2020-01-17,9,0.10160818713450293
2020-01-21,4,0.07894736842105263
2020-01-22,2,0.05263157894736842
2020-01-23,6,0.09100877192982455
2020-01-24,3,0.07236842105263158
2020-01-27,4,0.09046052631578948
2020-01-28,2,0.07236842105263158
2020-01-29,4,0.08717105263157894
2020-01-30,8,0.08634868421052631
2020-01-31,4,0.14802631578947367
2020-02-03,14,0.07894736842105263
2020-02-04,9,0.05774853801169591
2020-02-05,10,0.04013157894736843
2020-02-06,2,0.05263157894736842
2020-02-07,4,0.08223684210526316
2020-02-10,5,0.055263157894736833
2020-02-11,10,0.02631578947368421
2020-02-12,5,0.006578947368421052
2020-02-13,12,0.042214912280701754
2020-02-14,12,0.049890350877192985
2020-02-18,9,0.022660818713450295
2020-02-19,7,0.014097744360902255
2020-02-20,7,0.015977443609022556
2020-02-21,8,0.04851973684210526
2020-02-24,12,0.018640350877192985
2020-02-25,13,0.02125506072874494
2020-02-26,16,0.025082236842105265
2020-02-27,14,0.010338345864661654
2020-02-28,11,0.14593301435406697
2020-03-02,13,0.022267206477732795
2020-03-03,8,0.04029605263157895
2020-03-04,7,0.03195488721804511
2020-03-05,4,0.05592105263157895
2020-03-06,6,0.046052631578947366
2020-03-09,15,0.046052631578947366
2020-03-10,16,0.012335526315789474
2020-03-11,10,0.00855263157894737
2020-03-12,11,0.02631578947368421
2020-03-13,10,0.05921052631578947
2020-03-16,11,0.023923444976076555
2020-03-17,12,0.014254385964912283
2020-03-18,9,0.023391812865497075
2020-03-19,11,0.014354066985645932
2020-03-20,12,0.03892543859649123
2020-03-23,10,0.013157894736842105
2020-03-24,11,0.014952153110047845
2020-03-25,12,0.008771929824561405
2020-03-26,10,0.01118421052631579
2020-03-27,11,0.14533492822966507
2020-03-30,12,0.01644736842105263
2020-03-31,7,0.05921052631578947
2020-04-01,8,0.029605263157894735
2020-04-02,6,0.020833333333333332
2020-04-03,10,0.06578947368421052
2020-04-06,7,0.013157894736842105
2020-04-07,11,0.031698564593301434
2020-04-08,7,0.015037593984962405
2020-04-09,13,0.07641700404858298
2020-04-13,7,0.013157894736842105
2020-04-14,9,0.04532163742690059
2020-04-15,10,0.015131578947368423
2020-04-16,10,0.024342105263157898
2020-04-17,8,0.039473684210526314
2020-04-20,9,0.02192982456140351
2020-04-21,10,0.021710526315789475
2020-04-22,9,0.012426900584795321
2020-04-23,10,0.019078947368421056
2020-05-04,2,0.1513157894736842
2020-05-05,4,0.05921052631578947
2020-05-06,5,0.09605263157894738
2020-05-07,7,0.05357142857142857
2020-05-08,4,0.06907894736842106
2020-05-11,10,0.035526315789473684
2020-05-12,4,0.05592105263157895
2020-05-13,6,0.01425438596491228
2020-05-14,9,0.035818713450292396
2020-05-15,6,0.051535087719298246
2020-05-18,1,0.09210526315789473
