date,mid_t,F_t,y_price,abs_y
2022-01-26,16.0,37060.0,44.77337684017462,44.77337684017462
2022-02-28,297.5,42000.0,44.248429176428516,44.248429176428516
2021-06-17,77.5,37665.0,44.14647016647176,44.14647016647176
2021-03-09,365.0,54720.0,43.035627565549206,43.035627565549206
2021-04-27,57.5,54790.0,41.86166135435587,41.86166135435587
2022-08-19,202.5,21230.0,40.38743195702559,40.38743195702559
2020-02-24,92.5,9600.0,39.98534409117838,39.98534409117838
2020-06-23,10.5,9660.0,39.965058762024945,39.965058762024945
2023-04-27,8.0,29690.0,39.411754897026256,39.411754897026256
2022-04-19,145.0,41520.0,39.01460998560726,39.01460998560726
2022-07-28,4.0,23805.0,38.876254461376874,38.876254461376874
2021-06-21,197.5,32560.0,38.594168622752896,38.594168622752896
2022-11-21,75.0,15690.0,37.237766642062255,37.237766642062255
2023-06-29,11.0,30550.0,37.22420696712801,37.22420696712801
2022-05-06,225.0,35925.0,36.34009390636923,36.34009390636923
2022-03-24,212.5,43965.0,35.82577614585014,35.82577614585014
2021-03-03,482.5,50900.0,35.74158908478853,35.74158908478853
2021-02-04,625.0,37915.0,35.21949565300194,35.21949565300194
2022-08-01,100.0,23030.0,35.13984898982241,35.13984898982241
2022-04-01,200.0,46550.0,35.0230865635043,35.0230865635043
2021-03-25,295.0,52195.0,34.91562143874454,34.91562143874454
2022-09-28,23.0,19565.0,34.243918868277866,34.243918868277866
2020-04-23,5.0,7540.0,33.51408148863695,33.51408148863695
2021-10-22,65.0,61080.0,32.43732079198361,32.43732079198361
2021-06-21,257.5,32560.0,31.95867776709421,31.95867776709421
2022-02-03,127.5,36265.0,31.42072606017305,31.42072606017305
2021-10-08,56.0,55180.0,31.09730275034775,31.09730275034775
2022-03-01,362.5,44240.0,30.928025192741394,30.928025192741394
2022-02-28,435.0,42000.0,30.718439209562735,30.718439209562735
2023-04-27,65.0,29690.0,30.662594360050438,30.662594360050438
2022-01-03,80.0,45865.0,30.59760052137896,30.59760052137896
2021-04-23,130.0,50845.0,30.574049034394974,30.574049034394974
2020-03-26,27.5,6675.0,30.548779386117634,30.548779386117634
2020-07-29,6.0,11240.0,30.034555099518794,30.034555099518794
2023-04-27,105.0,29690.0,29.989626706943877,29.989626706943877
2022-08-19,327.5,21230.0,29.948257126104405,29.948257126104405
2022-04-26,121.5,38220.0,29.67846909679714,29.67846909679714
2022-06-08,110.0,30080.0,29.57457515337559,29.57457515337559
2021-06-21,260.0,32560.0,29.355607705992792,29.355607705992792
2022-03-24,185.0,43965.0,29.354745053349667,29.354745053349667
2020-11-25,18.0,18915.0,29.080218733907103,29.080218733907103
2021-07-08,45.0,32960.0,28.770408112879725,28.770408112879725
2021-09-23,72.5,44785.0,28.70533476703174,28.70533476703174
2021-10-28,35.0,61335.0,28.55453033116145,28.55453033116145
2021-09-20,23.0,43780.0,28.17928766889678,28.17928766889678
2022-01-24,70.0,37220.0,27.718080982414474,27.718080982414474
2023-06-29,21.0,30550.0,27.66911834552496,27.66911834552496
2021-01-04,215.0,31550.0,27.588119285005305,27.588119285005305
2022-05-06,265.0,35925.0,27.397074097023406,27.397074097023406
2023-03-30,6.0,27965.0,27.23029978730479,27.23029978730479
2020-08-21,17.0,11695.0,27.218769581373554,27.218769581373554
2021-10-22,680.0,61080.0,27.07575292462273,27.07575292462273
2020-12-21,357.5,22880.0,26.981515438966632,26.981515438966632
2021-06-21,297.5,32560.0,26.794875869548143,26.794875869548143
2021-06-17,130.0,37665.0,26.514733105962407,26.514733105962407
2022-09-23,32.0,18745.0,26.368914124493184,26.368914124493184
2023-05-26,45.0,26750.93,26.29050928483937,26.29050928483937
2020-10-22,21.0,13155.0,26.214383656140836,26.214383656140836
2022-05-23,130.0,29015.0,26.127198080174207,26.127198080174207
2023-05-25,6.5,26470.0,26.125545544839785,26.125545544839785
2020-09-21,12.0,10485.0,25.015412798737348,25.015412798737348
2021-05-27,5.0,38845.0,24.951236986971473,24.951236986971473
2022-08-19,400.0,21230.0,24.811827839200127,24.811827839200127
2023-03-30,9.0,27965.0,24.385353505143385,24.385353505143385
2023-08-24,24.5,25995.0,24.381538022837873,24.381538022837873
2022-03-01,442.5,44240.0,24.365949596926402,24.365949596926402
2021-02-09,640.0,47765.0,24.25238283599537,24.25238283599537
2023-03-10,2.0,19965.0,23.715889510950234,23.715889510950234
2022-05-05,475.0,36270.0,23.489534375818167,23.489534375818167
2020-01-16,27.5,8790.0,23.03502014777478,23.03502014777478
2023-02-23,3.0,23920.0,22.977952922359236,22.977952922359236
2021-02-04,845.0,37915.0,22.879685234941228,22.879685234941228
2020-06-25,9.5,9280.0,22.74485849084034,22.74485849084034
2020-08-21,18.0,11695.0,22.029118488756485,22.029118488756485
2022-02-03,107.5,36265.0,21.99097526644025,21.99097526644025
2021-10-28,55.0,61335.0,21.913853051804953,21.913853051804953
2021-01-28,57.5,32650.0,21.414976254337525,21.414976254337525
2022-01-21,262.5,38180.0,21.22345461838029,21.22345461838029
2022-05-27,505.0,29042.23,20.99600008179901,20.99600008179901
2022-04-19,75.0,41520.0,20.904079325857737,20.904079325857737
2023-08-24,24.5,25995.0,20.866060989689135,20.866060989689135
2020-06-18,5.0,9410.0,20.678482657157584,20.678482657157584
2021-02-05,995.0,38015.0,20.456940204066083,20.456940204066083
2020-05-19,107.5,9680.0,20.406211636647683,20.406211636647683
2021-02-23,147.5,47660.0,20.38279802325912,20.38279802325912
2023-03-10,3.0,19965.0,19.985755613486006,19.985755613486006
2022-06-13,60.0,23110.0,19.663264748374523,19.663264748374523
2022-08-19,472.5,21230.0,19.610365671714273,19.610365671714273
2023-03-30,13.0,27965.0,19.48164444891467,19.48164444891467
2022-02-28,640.0,42000.0,19.465714128509056,19.465714128509056
2022-02-03,192.5,36265.0,19.26520327365565,19.26520327365565
2021-10-15,640.0,62075.0,19.129782115217484,19.129782115217484
2022-06-06,115.0,31490.0,18.80811837235392,18.80811837235392
2023-03-10,3.0,19965.0,18.70930642996203,18.70930642996203
2020-05-22,31.5,9175.0,18.69782633093311,18.69782633093311
2020-03-11,25.0,7855.0,18.6737837851219,18.6737837851219
2022-11-21,150.0,15690.0,18.52926823837173,18.52926823837173
2023-05-25,185.0,26470.0,18.30278859058423,18.30278859058423
2023-01-11,2.0,17615.0,18.11131836145162,18.11131836145162
2020-09-21,11.0,10485.0,18.064834366559182,18.064834366559182
2022-05-03,422.5,37635.0,18.06169630886392,18.06169630886392
