n,mean,std,skew,excess_kurtosis,jb_stat,jb_pvalue,q005,q010,q050,q500,q950,q990,q995
16343,-0.3499639695809419,3.1619043854056783,-3.1955430124690536,54.88395447779086,2077742.7596593064,0.0,-11.112051250276572,-9.156715122156285,-5.154512490018032,-0.12187494814015534,4.0966136083895,7.006650770728566,8.392154557896514
