n,mean,std,skew,excess_kurtosis,jb_stat,jb_pvalue,q005,q010,q050,q500,q950,q990,q995
16343,0.43075725359829353,2.9850882086237633,6.590594082350273,46.45186608631223,1586723.8966909586,0.0,-1.4909611285876088,-1.4908754702267566,-0.9296582540071873,-0.02120563086072883,1.9887338164565775,24.37119354340302,24.374990883955054
