date,optionid,optionsymbol,futuresymbol,expiration,strike,is_call,dte,tau,F_t,F_tp1,mid_t,V_tp1,V_tp1_modeled_flag,iv,delta_model,gamma_model,vega_model,theta_model,log_moneyness,moneyness_std,opt_rel_spread_raw,opt_rel_spread_final,opt_rel_spread_imputed_flag,dh_pnl,y_price,dh_ret
2022-03-24,2013969560,BTC 22H42000P,BTC 22H,2022-03-28,42000.0,0,4,0.010958904109589041,43965.0,46550.0,80.0,5485.0,0,0.350028,-0.10272396854058602,0.00011109103689094025,823.6886634088978,-36.03867014709525,-0.04572424454759715,-0.7115399840059023,0.875,0.875,0,5670.541458677415,24.374990883955054,70.88176823346768
2022-03-24,2013969562,BTC 22H43000P,BTC 22H,2022-03-28,43000.0,0,4,0.010958904109589041,43965.0,46550.0,212.5,7185.0,0,0.318892,-0.2477668978696927,0.00021548024372264267,1455.5675475076728,-58.01947837185529,-0.02219374713740301,-0.34536904085403086,0.4470588235294118,0.4470588235294118,0,7612.977430993155,24.374990883955054,35.82577614585014
2022-03-24,2013969565,BTC 22H45000C,BTC 22H,2022-03-28,45000.0,1,4,0.010958904109589041,43965.0,46550.0,185.0,6240.0,0,0.309763,0.2415366209401592,0.00021880916331661317,1435.7417487356913,-55.59097943768475,0.02326862693935427,0.3620958334922891,0.4864864864864865,0.4864864864864865,0,5430.627834869689,24.374990883955054,29.354745053349667
2022-02-28,2013969599,BTC 22H60000C,BTC 22H,2022-03-28,60000.0,1,28,0.07671232876712329,42000.0,44240.0,185.0,13585.0,0,0.748317,0.052908571040999525,1.2392749348422376e-05,1254.922843998789,-16.76904080462426,0.3566749439387324,2.5701395559710543,0.3783783783783784,0.3783783783783784,0,13281.48480086816,24.374990883955054,71.79180973442249
2022-02-28,2013992699,BTC 22H21000P,BTC 22H,2022-03-28,21000.0,0,28,0.07671232876712329,42000.0,44240.0,55.0,11970.0,0,1.118549,-0.00837188194629057,1.7531936622064233e-06,265.36806248938325,-5.3004305611771505,-0.6931471805599453,-4.994701806620146,1.0909090909090908,1.0909090909090908,0,11933.75301555969,24.374990883955054,216.97732755563075
2022-04-01,2014123893,BTC 22J35000P,BTC 22J,2022-05-02,35000.0,0,31,0.08493150684931507,46550.0,46140.0,200.0,7225.0,0,0.628943,-0.04971387146131589,1.2031865671651757e-05,1392.6836035017197,-14.126157496781854,-0.28517894223366247,-1.7707048343506129,0.35,0.35,0,7004.617312700861,24.374990883955054,35.0230865635043
2023-05-25,2015883195,BTC 23K30000C,BTC 23K,2023-05-30,30000.0,1,5,0.0136986301369863,26470.0,26750.93,2.5,6190.0,0,0.430791,0.006988056778144068,1.4577895283569649e-05,60.27628397553346,-2.5962322009569236,0.12518536542314557,3.2059786251551126,1.2,1.2,0,6185.536845209316,24.374990883955054,2474.2147380837264
2022-05-06,2014218059,BTC 22K29000P,BTC 22K,2022-05-31,29000.0,0,25,0.0684931506849315,35925.0,30930.0,265.0,7975.0,0,0.652041,-0.09004511797573518,2.6495236846961632e-05,1527.1560209690604,-19.909490357745298,-0.21413760197861456,-2.140442624122092,0.22641509433962265,0.22641509433962265,0,7260.224635711203,24.374990883955054,27.397074097023406
2022-05-23,2014218064,BTC 22K32000C,BTC 22K,2022-05-31,32000.0,1,8,0.021917808219178082,29015.0,29305.0,130.0,3560.0,0,0.534368,0.11539396405983852,8.476251558369352e-05,835.7695660987982,-27.910360725749932,0.09792296515715503,1.2557473190448454,0.5384615384615384,0.5384615384615384,0,3396.5357504226467,24.374990883955054,26.127198080174207
2022-05-06,2014611460,BTC 22K28500P,BTC 22K,2022-05-31,28500.0,0,25,0.0684931506849315,35925.0,30930.0,225.0,8790.0,0,0.663629,-0.07777354776114555,2.3319776325762764e-05,1368.0136614005955,-18.152049090394357,-0.2315293446904838,-2.3142842430824433,0.26666666666666666,0.26666666666666666,0,8176.521128933078,24.374990883955054,36.34009390636923
2022-05-23,2014218066,BTC 22K33000C,BTC 22K,2022-05-31,33000.0,1,8,0.021917808219178082,29015.0,29305.0,62.5,4820.0,0,0.537708,0.05740582750873925,4.9813245088592574e-05,494.23512257822455,-16.60846086089685,0.12869462382390864,1.6503577948543138,1.04,1.04,0,4740.852310022466,24.374990883955054,75.85363696035945
2022-05-05,2014218090,BTC 22K45000C,BTC 22K,2022-05-31,45000.0,1,26,0.07123287671232877,36270.0,35925.0,202.5,12640.0,0,0.566035,0.08812634875175004,2.9172074516811478e-05,1547.3415762182874,-16.838714492975477,0.2156715364755087,2.1968626488351344,0.32098765432098764,0.32098765432098764,0,12467.903590319354,24.374990883955054,61.569894273181994
2022-05-24,2014257506,BTC 22K25000P,BTC 22K,2022-05-31,25000.0,0,7,0.019178082191780823,29305.0,29535.0,50.5,4480.0,0,0.698617,-0.04544948134397299,3.3699573200065345e-05,387.7503308835632,-19.34803699912822,-0.15888232506019176,-2.173890283491923,1.1683168316831682,1.1683168316831682,0,4439.953380709114,24.374990883955054,87.91986892493294
2022-06-21,2014389321,BTC 22M25000C,BTC 22M,2022-06-27,25000.0,1,6,0.01643835616438356,20860.0,20105.0,5.0,697.5,0,0.593087,0.00956669698206689,1.6164139705327357e-05,68.57376490875575,-3.3889854250584093,0.18104237529557446,2.1977204753873005,,0.18309859154929578,1,699.7228562214605,24.374990883955054,139.9445712442921
2023-02-23,2015855184,BTC 23G22500P,BTC 23G,2023-02-27,22500.0,0,4,0.010958904109589041,23920.0,22320.0,3.0,315.7414430605772,1,0.263934,-0.01290733629902676,5.033483155715979e-05,83.30161796648501,-2.747892205122171,-0.061199619872056556,-1.4239309853476554,,0.31007751937984496,1,292.0897049821344,24.374990883955054,97.36323499404479
2022-06-22,2014407864,BTC 22M23000C,BTC 22M,2022-06-27,23000.0,1,5,0.0136986301369863,20105.0,20900.0,8.0,727.5,0,0.538856,0.01779585850154906,3.4573087418212415e-05,103.15640106636722,-5.558326776527623,0.13452567557991227,1.9079225255588084,,0.12101500376918026,1,705.3522924912685,24.374990883955054,88.16903656140856
2022-02-28,2014611182,BTC 22H29500P,BTC 22H,2022-03-28,29500.0,0,28,0.07671232876712329,42000.0,44240.0,297.5,13330.0,0,0.883494,-0.05866414285155549,1.1387793842198668e-05,1361.4664650438883,-21.479028264743736,-0.3532793549375942,-2.5456715136934767,0.25210084033613445,0.25210084033613445,0,13163.907679987484,24.374990883955054,44.248429176428516
2022-02-28,2014611186,BTC 22H31500P,BTC 22H,2022-03-28,31500.0,0,28,0.07671232876712329,42000.0,44240.0,435.0,13605.0,0,0.830173,-0.08594690007133483,1.624736071028025e-05,1825.2198139056154,-27.05742819086646,-0.2876820724517809,-2.0729885474631486,0.1839080459770115,0.1839080459770115,0,13362.52105615979,24.374990883955054,30.718439209562735
2022-04-19,2014611343,BTC 22J46500C,BTC 22J,2022-05-02,46500.0,1,13,0.03561643835616438,41520.0,41235.0,145.0,5775.0,0,0.444111,0.09515244881772651,4.8625211746711924e-05,1325.9227225357658,-22.647190243004612,0.11327707373567747,1.2307559820091436,0.4827586206896552,0.4827586206896552,0,5657.1184479130525,24.374990883955054,39.01460998560726
2021-05-27,2012321756,BTC 21K46000C,BTC 21K,2021-06-01,46000.0,1,5,0.0136986301369863,38845.0,36841.35,5.0,117.5,0,0.568996,0.006116929071872514,6.686025973253245e-06,78.6365884956392,-4.474389060902509,0.16906202808671086,1.8683196228840842,,0.31007751937984496,1,124.75618493485737,24.374990883955054,24.951236986971473
2023-04-27,2016024741,BTC 23J34000C,BTC 23J,2023-05-01,34000.0,1,4,0.010958904109589041,29690.0,27915.0,11.0,1065.0,0,0.600228,0.01674977047620764,2.2312442720575792e-05,129.37515751582697,-9.705374472734624,0.135550235840493,3.2015664649603335,,0.10940919037199125,1,1083.7308425952685,24.374990883955054,98.52098569047895
2020-11-25,2012263235,BTC 20X21600C,BTC 20X,2020-11-30,21600.0,1,5,0.0136986301369863,18915.0,16627.53,18.0,462.5,0,0.611692,0.03451146341168532,5.6405312978066274e-05,169.09962524059486,-10.343649344293695,0.1327380566051267,2.8242014638522295,,1.0588235294117647,1,523.4439372103278,24.374990883955054,29.080218733907103
2023-05-25,2016205462,BTC 23K23500P,BTC 23K,2023-05-30,23500.0,0,5,0.0136986301369863,26470.0,26750.93,6.5,172.5,0,0.466105,-0.013583618842624849,2.407582460555792e-05,107.70849435873748,-5.019376430824453,-0.11901159508889665,-3.047869283369709,0.7692307692307693,0.7692307692307693,0,169.8160460414586,24.374990883955054,26.125545544839785
2020-04-23,2010987736,BTC 20J6700P,BTC 20J,2020-04-27,6700.0,0,4,0.010958904109589041,7540.0,8935.0,10.0,445.0,0,0.677217,-0.04442322423150222,0.0001754903152857937,74.04416235162718,-6.267992947148986,-0.11811465562294435,-1.5300689157900174,,0.31007751937984496,1,496.97039780294557,24.374990883955054,49.69703978029456
2020-03-25,2011024490,BTC 20H4900P,BTC 20H,2020-03-30,4900.0,0,5,0.0136986301369863,6630.0,6675.0,12.5,730.0,0,1.460623,-0.03185480375167592,6.308842411671487e-05,55.48709793092438,-8.104569034158448,-0.30236959908119015,-3.3854434553716013,1.2,1.2,0,718.9334661688254,24.374990883955054,57.514677293506026
2020-10-29,2011260316,BTC 20V14000C,BTC 20V,2020-11-02,14000.0,1,4,0.010958904109589041,13505.0,13478.63,18.0,850.0,0,0.267191,0.1015125287133087,0.0004697063737664833,250.84449976828245,-8.377879708442993,0.0359973423706797,1.0462842340475809,,0.8571428571428571,1,834.67688538217,24.374990883955054,46.37093807678722
2020-06-25,2011261735,BTC 20M7700P,BTC 20M,2020-06-29,7700.0,0,4,0.010958904109589041,9280.0,9355.0,4.0,232.5,0,0.825583,-0.013805594415951602,4.396219289696097e-05,34.253359167738125,-3.5348640147271455,-0.186641217938471,-6.466715779899171,,0.8571428571428571,1,229.53541958119638,24.374990883955054,57.383854895299095
2023-05-25,2016206117,BTC 23K27500C,BTC 23K,2023-05-30,27500.0,1,5,0.0136986301369863,26470.0,26750.93,25.5,4130.0,0,0.228753,0.07885776126772692,0.0002074689462949821,455.5173487459741,-10.416630497612045,0.038173988433515715,0.9776301769866629,0.7450980392156863,0.7450980392156863,0,4082.3464891270573,24.374990883955054,160.09201918145322
2020-06-25,2011309038,BTC 20M10200C,BTC 20M,2020-06-29,10200.0,1,4,0.010958904109589041,9280.0,9355.0,2.0,232.5,0,0.409252,0.014446278221825985,9.222004792155225e-05,35.618795848493036,-1.822127998282565,0.09452617349211609,3.2751281013204125,,1.368421052631579,1,229.41652913336304,24.374990883955054,114.70826456668152
2020-07-28,2011406465,BTC 20N9200P,BTC 20N,2020-08-03,9200.0,0,6,0.01643835616438356,11035.0,11240.0,11.5,555.0,0,0.697785,-0.018873300287119844,4.668641506711537e-05,65.2101526895274,-3.7918696881395744,-0.18186855565370505,-4.740186338784385,1.1304347826086956,1.1304347826086956,0,547.3690265588596,24.374990883955054,47.59730665729214
2020-11-25,2011408686,BTC 20X8000P,BTC 20X,2020-11-30,8000.0,0,5,0.0136986301369863,18915.0,16627.53,3.0,462.5,0,2.638997,-0.0016387640787387167,9.053942934720592e-07,11.710258458573248,-3.0903271187731804,-0.8605137164051566,-18.308721399816715,,0.26506024096385544,1,455.7513763328075,24.374990883955054,151.91712544426917
2020-08-21,2011733825,BTC 20Q14100C,BTC 20Q,2020-08-31,14100.0,1,10,0.0273972602739726,11695.0,11770.0,17.0,482.5,0,0.615202,0.037078894888661146,6.802395647050955e-05,156.8148599997927,-4.823608171890569,0.18701339734798014,2.8745487600778126,,0.3956521739130435,1,462.71908288335044,24.374990883955054,27.218769581373554
2020-09-21,2011733895,BTC 20U12600C,BTC 20U,2020-09-28,12600.0,1,7,0.019178082191780823,10485.0,10495.0,12.0,312.5,0,0.695682,0.03150464151518042,7.014397614151279e-05,102.88289877047661,-5.112386611458788,0.1837511496035491,3.2935589341621245,,0.35379061371841153,1,300.1849535848482,24.374990883955054,25.015412798737348
2023-05-25,2016198867,BTC 23K30500C,BTC 23K,2023-05-30,30500.0,1,5,0.0136986301369863,26470.0,26750.93,2.0,6115.0,0,0.459555,0.004552454039063008,9.340788719148444e-06,41.200839661518,-1.893127945137679,0.14171466737435612,3.629291594408289,,1.1,1,6111.721079086806,24.374990883955054,3055.860539543403
2020-10-22,2011734012,BTC 20V11500P,BTC 20V,2020-11-02,11500.0,0,11,0.030136986301369864,13155.0,12970.0,21.0,580.0,0,0.470903,-0.04593482822185115,8.960965751122338e-05,220.0735252330394,-4.710563509909701,-0.1344548791230517,-2.0451504479865457,,1.1,1,550.5020567789576,24.374990883955054,26.214383656140836
2021-01-04,2011734164,BTC 21F17000P,BTC 21F,2021-02-01,17000.0,0,28,0.07671232876712329,31550.0,34515.0,215.0,6035.0,0,1.409285,-0.03758706451134611,6.651617083786845e-06,715.7971478382137,-18.013021360173937,-0.618360244931006,-4.515744217518854,,0.8117647058823529,1,5931.445646276141,24.374990883955054,27.588119285005305
2023-05-25,2016200875,BTC 23K29500C,BTC 23K,2023-05-30,29500.0,1,5,0.0136986301369863,26470.0,26750.93,4.0,2945.0,0,0.393203,0.009844391299686608,2.157932849233669e-05,81.44037623006011,-3.201705537521033,0.10837824710676415,2.775550820030782,1.0,1.0,0,2938.234415152179,24.374990883955054,734.5586037880447
2023-05-25,2016200716,BTC 23K24500P,BTC 23K,2023-05-30,24500.0,0,5,0.0136986301369863,26470.0,26750.93,14.5,7020.0,0,0.372878,-0.03638621499392289,6.9043486329997e-05,247.10099593740028,-9.211495954938345,-0.07733889868832856,-1.980637714717851,0.6206896551724138,0.6206896551724138,0,7015.721979378242,24.374990883955054,483.842895129534
2021-01-27,2011734235,BTC 21F50000C,BTC 21F,2021-02-01,50000.0,1,5,0.0136986301369863,31475.0,32650.0,5.0,1670.0,0,1.412942,0.0033035344257249604,1.917034091641785e-06,36.758923845582345,-5.193818627983174,0.46282942549773515,4.810395766760993,,0.31007751937984496,1,1661.118347049773,24.374990883955054,332.2236694099546
2023-05-25,2016200715,BTC 23K21500P,BTC 23K,2023-05-30,21500.0,0,5,0.0136986301369863,26470.0,26750.93,2.0,3845.0,0,0.659934,-0.0031547926965062438,4.682046832631712e-06,29.65659455644141,-1.9568622663316184,-0.20795908110539282,-5.325801196307561,,0.8131868131868132,1,3843.8862759122294,24.374990883955054,1921.9431379561147
2020-12-18,2011881038,BTC 20Z16500P,BTC 20Z,2020-12-28,16500.0,0,10,0.0273972602739726,22860.0,22880.0,30.0,2280.0,0,1.002648,-0.020304740399301996,1.2926991911076255e-05,185.5690551869449,-9.302948129079889,-0.3260282774601297,-3.72355807167362,,0.31007751937984496,1,2250.406094807986,24.374990883955054,75.01353649359953
2021-02-18,2011881049,BTC 21G100000C,BTC 21G,2021-03-01,100000.0,1,11,0.030136986301369864,52340.0,55530.0,30.0,13505.0,0,1.455712,0.007435682872063473,1.5538549753208913e-06,186.7468143587257,-12.356774370405821,0.6474092888860915,4.365165635456573,,0.31007751937984496,1,13451.280171638118,24.374990883955054,448.3760057212706
2021-02-09,2011881086,BTC 21G25000P,BTC 21G,2021-03-01,25000.0,0,20,0.0547945205479452,47765.0,44915.0,80.0,15970.0,0,1.348743,-0.013604873406408726,2.308742505081625e-06,389.2793780019879,-13.125836310872964,-0.6474173288537709,-3.2294432358454284,,1.0692640692640691,1,15851.226110791735,24.374990883955054,198.1403263848967
2020-03-26,2010925357,BTC 20H7300C,BTC 20H,2020-03-30,7300.0,1,4,0.010958904109589041,6675.0,6648.36,27.5,865.0,0,0.642441,0.09727601795176016,0.0003831115149837045,120.17887158958486,-9.650973825509915,0.08950514386803222,1.2628688368698742,0.9090909090909091,0.9090909090909091,0,840.0914331182349,24.374990883955054,30.548779386117634
2020-03-26,2010861688,BTC 20H11700C,BTC 20H,2020-03-30,11700.0,1,4,0.010958904109589041,6675.0,6648.36,5.0,307.5,0,2.20397,0.01024947905214555,1.7681891724693166e-05,19.02847887630756,-5.2422732036677,0.5612196375173972,7.91850345389216,,1.4444444444444444,1,302.77304612194916,24.374990883955054,60.554609224389836
2023-06-29,2016360438,BTC 23M33500C,BTC 23M,2023-07-03,33500.0,1,4,0.010958904109589041,30550.0,30128.51,7.0,320.0,0,0.40399,0.01543589840501398,3.0039147810697948e-05,124.12171825444872,-6.267021250890442,0.09218075321341643,2.5508803360670953,,0.35294117647058826,1,319.50607681872935,24.374990883955054,45.64372525981848
2023-06-29,2016363942,BTC 23M29500P,BTC 23M,2023-07-03,29500.0,0,4,0.010958904109589041,30550.0,30128.51,21.0,630.0,0,0.223945,-0.06630884420502421,0.00017977163752903817,411.7675334147648,-11.523748908061235,-0.03497442227183019,-0.9678329035993799,,0.31007751937984496,1,581.0514852560242,24.374990883955054,27.66911834552496
2020-02-25,2010721089,BTC 20G10100C,BTC 20G,2020-03-02,10100.0,1,6,0.01643835616438356,9320.0,8780.0,20.0,4210.0,0,0.445539,0.08401202235285411,0.00028971159796889326,184.30699485856715,-6.842124949522014,0.08037279514971397,1.5992897391711338,,0.31007751937984496,1,4235.366492070541,24.374990883955054,211.76832460352708
2020-02-25,2010721960,BTC 20G10300C,BTC 20G,2020-03-02,10300.0,1,6,0.01643835616438356,9320.0,8780.0,15.0,4200.0,0,0.492898,0.06049536915831519,0.00020354657299621884,143.2554197054118,-5.883539061336201,0.09998126653809028,1.9894668760225522,,0.31007751937984496,1,4217.66749934549,24.374990883955054,281.1778332896993
2020-02-24,2010723180,BTC 20G9900C,BTC 20G,2020-03-02,9900.0,1,7,0.019178082191780823,9600.0,9320.0,92.5,3710.0,0,0.382958,0.289801172978572,0.0006720127757564065,454.85850288525484,-12.43836855111467,0.030771658666753687,0.5538284366723824,0.2702702702702703,0.2702702702702703,0,3698.6443284340003,24.374990883955054,39.98534409117838
2023-08-24,2016932073,BTC 23Q23500P,BTC 23Q,2023-08-28,23500.0,0,4,0.010958904109589041,25995.0,26003.36,5.0,1435.0,0,0.432087,-0.012110695880598212,2.6773438249089477e-05,85.6686883202242,-4.626314809147482,-0.10090379068556582,-3.4091644783894863,,0.20689655172413793,1,1430.1012454175618,24.374990883955054,286.02024908351234
2020-03-02,2010724064,BTC 20H6000P,BTC 20H,2020-03-30,6000.0,0,28,0.07671232876712329,8975.0,8770.0,15.0,1365.0,0,0.748725,-0.02037759241059552,2.64256495529092e-05,122.25935130273851,-1.6339650938427208,-0.40268346514628756,-3.3701612421064633,1.3333333333333333,1.3333333333333333,0,1345.822593555828,24.374990883955054,89.7215062370552
2020-02-25,2010725624,BTC 20G8000P,BTC 20G,2020-03-02,8000.0,0,6,0.01643835616438356,9320.0,8780.0,10.0,3900.0,0,0.65655,-0.03169290236363357,9.075679524982923e-05,85.08189774409956,-4.654607712137962,-0.15272108701766385,-3.0389047309782513,,1.0,1,3872.885832723638,24.374990883955054,387.2885832723638
2020-01-29,2010726299,BTC 20F9000P,BTC 20F,2020-02-03,9000.0,0,5,0.0136986301369863,9390.0,9555.0,32.5,2305.0,0,0.352786,-0.1472842658610581,0.0005940207629849533,253.11698682885063,-8.928355389542288,-0.04242071588395214,-0.9708331381561861,0.46153846153846156,0.46153846153846156,0,2296.8019038670745,24.374990883955054,70.6708278112946
2020-06-23,2010726382,BTC 20M8000P,BTC 20M,2020-06-29,8000.0,0,6,0.01643835616438356,9660.0,9285.0,10.5,440.0,0,0.778908,-0.0263116879966348,6.323341813689147e-05,75.55191238770433,-4.903979902980848,-0.18855210654459065,-4.2294918140442155,1.0476190476190477,1.0476190476190477,0,419.63311700126195,24.374990883955054,39.965058762024945
2020-03-26,2010727106,BTC 20H8000C,BTC 20H,2020-03-30,8000.0,1,4,0.010958904109589041,6675.0,6648.36,5.0,585.0,0,0.849456,0.023198052526387503,9.246503825350238e-05,38.35200814126633,-4.072291558494693,0.18107233739352274,2.5548320714463406,,1.3333333333333333,1,580.6179961193029,24.374990883955054,116.12359922386058
2023-05-26,2016619318,P5B 23K25000P,BTC 23M,2023-05-30,25000.0,0,4,0.010958904109589041,26750.93,28070.0,45.0,1110.0,0,0.490707,-0.08951224561074976,0.00011767930414843168,452.86341970319,-27.769839902476747,-0.06769341422461925,-2.1871702856239135,,0.4090909090909091,1,1183.0729178177717,24.374990883955054,26.29050928483937
2020-12-21,2010729420,BTC 20Z20000P,BTC 20Z,2020-12-28,20000.0,0,7,0.019178082191780823,22880.0,23445.0,65.0,6980.0,0,0.68169,-0.0704741486131453,6.248557360341921e-05,427.6454935730843,-20.822802862697166,-0.13453089295760612,-1.8561462373136994,1.2307692307692308,1.2307692307692308,0,6954.817893966427,24.374990883955054,106.99719836871425
2020-03-12,2010729681,BTC 20H10000C,BTC 20H,2020-03-30,10000.0,1,18,0.049315068493150684,6010.0,5330.0,5.0,1157.5,0,0.969061,0.011953467603137789,2.406643902884469e-05,41.54239542889383,-1.1180888496696821,0.5091603444469295,3.653374888018526,,0.31007751937984496,1,1160.6283579701337,24.374990883955054,232.12567159402676
2023-08-24,2016507415,BTC 23Q28000C,BTC 23Q,2023-08-28,28000.0,1,4,0.010958904109589041,25995.0,26003.36,2.0,535.0,0,0.291255,0.007721008553168546,2.680366318498485e-05,57.81150986833298,-2.104446011404433,0.07430029833952487,2.5103312384188166,,1.2653061224489797,1,532.9354523684955,24.374990883955054,266.46772618424774
2020-04-23,2010730888,BTC 20J17000C,BTC 20J,2020-04-27,17000.0,1,4,0.010958904109589041,7540.0,8935.0,5.0,182.5,0,2.978745,0.00711798749592492,8.411270950009907e-06,15.610067031873239,-5.8122997702227845,0.8129911620363515,10.531567816739132,,0.9090909090909091,1,167.57040744318473,24.374990883955054,33.51408148863695
2023-08-24,2016507413,BTC 23Q27000C,BTC 23Q,2023-08-28,27000.0,1,4,0.010958904109589041,25995.0,26003.36,24.5,622.5,0,0.253145,0.0780285215875612,0.0002117391089658575,396.9329989538492,-12.556715712232165,0.037932654168650035,1.2816035580444596,1.2653061224489797,1.2653061224489797,0,597.3476815595279,24.374990883955054,24.381538022837873
2023-08-24,2016507410,BTC 23Q24000P,BTC 23Q,2023-08-28,24000.0,0,4,0.010958904109589041,25995.0,26003.36,9.0,670.0,0,0.38513,-0.022698645246366337,5.141282059740839e-05,146.63091705507904,-7.057688830174421,-0.07985038148773349,-2.6978479431176776,,1.5770975056689343,1,661.1897606742597,24.374990883955054,73.46552896380663
2023-08-24,2016507408,BTC 23Q23000P,BTC 23Q,2023-08-28,23000.0,0,4,0.010958904109589041,25995.0,26003.36,3.0,1680.0,0,0.480113,-0.006930447697724651,1.4783217823036893e-05,52.56046659931176,-3.1539348099699467,-0.1224099959065294,-4.135779310261721,,0.06871609403254973,1,1677.057938542753,24.374990883955054,559.0193128475843
2020-07-29,2010824026,BTC 20N15000C,BTC 20N,2020-08-03,15000.0,1,5,0.0136986301369863,11240.0,11145.0,6.0,185.0,0,1.073013,0.012708743127502822,2.325424191648969e-05,43.183409854030664,-4.63362122119962,0.28857135663666506,7.516117297424537,,0.31007751937984496,1,180.20733059711276,24.374990883955054,30.034555099518794
2023-04-27,2016464414,BTC 23J30250C,BTC 23J,2023-05-01,30250.0,1,4,0.010958904109589041,29690.0,27915.0,105.0,2755.0,0,0.300039,0.28107650942484924,0.00036154379903528583,1047.9152211193511,-39.2808451544632,0.018685895701182082,0.44134292112223467,1.3333333333333333,1.3333333333333333,0,3148.9108042291073,24.374990883955054,29.989626706943877
2021-02-09,2011881094,BTC 21G29000P,BTC 21G,2021-03-01,29000.0,0,20,0.0547945205479452,47765.0,44915.0,180.0,9935.0,0,1.230933,-0.03033643280723465,4.989727200888088e-06,767.8350143082375,-23.628589859336333,-0.49899732373549777,-2.489095456705875,,1.0692640692640691,1,9668.54116649938,24.374990883955054,53.714117591663225
2022-11-21,2015117001,BTC 22X17500C,BTC 22X,2022-11-28,17500.0,1,7,0.019178082191780823,15690.0,16055.0,75.0,2910.0,0,0.63517,0.11552740231597422,0.00014107056551032515,423.03611742248154,-19.185038779316585,0.10917731418452722,0.9373236828573058,,0.9666329625884732,1,2792.8324981546693,24.374990883955054,37.237766642062255
2021-02-09,2011881096,BTC 21G30000P,BTC 21G,2021-03-01,30000.0,0,20,0.0547945205479452,47765.0,44915.0,220.0,14660.0,0,1.20577,-0.03681097983251287,5.973312479658652e-06,900.4019026756516,-27.14163867511902,-0.4650957720598163,-2.3199879400171737,,1.0692640692640691,1,14335.088707477338,24.374990883955054,65.159494124897
2021-03-25,2012019311,BTC 21H50000P,BTC 21H,2021-03-29,50000.0,0,4,0.010958904109589041,52195.0,59840.0,250.0,10795.0,0,0.459602,-0.17956449831216562,0.00010432981041792154,1431.5788014517561,-82.24449154418753,-0.042963699432115705,-0.588794060731942,,0.18681492357733526,1,11917.770589596506,24.374990883955054,47.67108235838602
2020-09-22,2011908666,BTC 20U7600P,BTC 20U,2020-09-28,7600.0,0,6,0.01643835616438356,10495.0,10280.0,6.0,347.5,0,1.13443,-0.010960222390336321,1.8912264510232505e-05,38.84583919424963,-3.672312272817871,-0.3227507059803109,-6.64298843593086,,0.47566718995290425,1,339.14355218607767,24.374990883955054,56.523925364346276
2023-04-27,2016081608,BTC 23J26500P,BTC 23J,2023-05-01,26500.0,0,4,0.010958904109589041,29690.0,27915.0,4.0,1855.0,0,0.458117,-0.008326413506924951,1.594388345466472e-05,70.55991374962895,-4.040059895846664,-0.11366555578349197,-2.684671327652501,,0.31007751937984496,1,1836.2206160252083,24.374990883955054,459.0551540063021
2023-04-27,2016090165,BTC 23J35500C,BTC 23J,2023-05-01,35500.0,1,4,0.010958904109589041,29690.0,27915.0,3.0,1955.0,0,0.650738,0.0048034005467802185,6.897809824928054e-06,43.36156085616599,-3.526731596281662,0.17872240770570164,4.221251726340498,,0.08486763032217579,1,1960.5260359705348,24.374990883955054,653.508678656845
2021-03-03,2012019265,BTC 21H29000P,BTC 21H,2021-03-29,29000.0,0,26,0.07123287671232877,50900.0,48310.0,210.0,18135.0,0,1.223703,-0.029660421437293354,4.054519208466939e-06,915.6540806137278,-21.547622935207055,-0.562567093570003,-2.577726898276975,0.8571428571428571,0.8571428571428571,0,17848.17950847741,24.374990883955054,84.99133099274957
2021-02-04,2011881151,BTC 21G55000C,BTC 21G,2021-03-01,55000.0,1,25,0.0684931506849315,37915.0,38015.0,625.0,22650.0,0,1.110081,0.1281521687378717,1.9015081725557393e-05,2078.366485307409,-46.142246715876965,0.3719863730795721,1.848569888278849,0.224,0.224,0,22012.184783126213,24.374990883955054,35.21949565300194
2021-03-03,2012019267,BTC 21H30000P,BTC 21H,2021-03-29,30000.0,0,26,0.07123287671232877,50900.0,48310.0,242.5,19005.0,0,1.190004,-0.03412530696338282,4.681377877681812e-06,1028.1066491252855,-23.527635816394497,-0.5286655418943217,-2.422387308303506,0.7628865979381443,0.7628865979381443,0,18674.115454964838,24.374990883955054,77.00666166995809
2021-03-03,2012019279,BTC 21H35000P,BTC 21H,2021-03-29,35000.0,0,26,0.07123287671232877,50900.0,48310.0,482.5,17910.0,0,1.052895,-0.07034102957124845,9.422144584451801e-06,1830.8420382552706,-37.07030640616558,-0.3745148620670633,-1.7160567064604377,0.42487046632124353,0.42487046632124353,0,17245.316733410466,24.374990883955054,35.74158908478853
2023-04-27,2016088018,BTC 23J28500P,BTC 23J,2023-05-01,28500.0,0,4,0.010958904109589041,29690.0,27915.0,65.0,2275.0,0,0.341028,-0.12221485442068813,0.0001911407238689933,629.6957853730606,-26.83442134050035,-0.04090620150106358,-0.9661652163322337,,0.9375,1,1993.0686334032785,24.374990883955054,30.662594360050438
2021-03-25,2012019303,BTC 21H46000P,BTC 21H,2021-03-29,46000.0,0,4,0.010958904109589041,52195.0,59840.0,35.0,7005.0,0,0.632209,-0.026060611983373436,1.7518016695177634e-05,330.65153309762576,-26.130099796858918,-0.12634530837116667,-1.731493520194411,,0.18681492357733526,1,7169.23337861289,24.374990883955054,204.83523938893973
