group,model,ls_return
2023-03-03,L-En,-0.12930888419349862
2023-03-06,L-En,4.1026765887016365
2023-03-07,L-En,1.4138791079336812
2023-03-10,L-En,14.36002859558733
2023-03-13,L-En,0.16274030810790646
2023-03-14,L-En,-0.12825357767303622
2023-03-15,L-En,1.2330634937904288
2023-03-16,L-En,-2.5733639540108935
2023-03-17,L-En,-0.5272992270031581
2023-03-20,L-En,-0.1400788274796454
2023-03-21,L-En,0.07593079593350137
2023-03-22,L-En,7.47794201469221
2023-03-24,L-En,8.563141177532133
2023-03-31,L-En,0.2832571793757738
2023-03-03,N-En,-0.12930888419349862
2023-03-06,N-En,4.108422936523565
2023-03-07,N-En,1.4138791079336812
2023-03-10,N-En,14.839780633657703
2023-03-13,N-En,0.16274030810790646
2023-03-14,N-En,-0.12825357767303622
2023-03-15,N-En,1.2330634937904288
2023-03-16,N-En,-2.5733639540108935
2023-03-17,N-En,-0.5234376820618277
2023-03-20,N-En,-0.15926849765191642
2023-03-21,N-En,0.06365205621358386
2023-03-22,N-En,7.483372290027365
2023-03-24,N-En,8.563141177532133
2023-03-31,N-En,0.20430480077999427
2023-03-03,elasticnet#1,-0.12930888419349862
2023-03-06,elasticnet#1,4.108422936523565
2023-03-07,elasticnet#1,1.293010498739085
2023-03-10,elasticnet#1,11.80408061087579
2023-03-13,elasticnet#1,0.16274030810790646
2023-03-14,elasticnet#1,-0.12825357767303622
2023-03-15,elasticnet#1,1.2661291650849318
2023-03-16,elasticnet#1,-2.5733639540108935
2023-03-17,elasticnet#1,-0.5272992270031581
2023-03-20,elasticnet#1,-0.12339579307981839
2023-03-21,elasticnet#1,0.07593079593350137
2023-03-22,elasticnet#1,7.497534320328431
2023-03-24,elasticnet#1,8.278983329174089
2023-03-31,elasticnet#1,0.3228347992702606
2023-03-03,elasticnet#2,-0.12930888419349862
2023-03-06,elasticnet#2,4.108422936523565
2023-03-07,elasticnet#2,1.293010498739085
2023-03-10,elasticnet#2,11.759568092407802
2023-03-13,elasticnet#2,0.16274030810790646
2023-03-14,elasticnet#2,-0.12825357767303622
2023-03-15,elasticnet#2,1.2661291650849318
2023-03-16,elasticnet#2,-2.5733639540108935
2023-03-17,elasticnet#2,-0.5272992270031581
2023-03-20,elasticnet#2,-0.12339579307981839
2023-03-21,elasticnet#2,0.07593079593350137
2023-03-22,elasticnet#2,7.497534320328431
2023-03-24,elasticnet#2,8.278983329174089
2023-03-31,elasticnet#2,0.3228347992702606
2023-03-03,ffn#1,-0.12930888419349862
2023-03-06,ffn#1,4.1026765887016365
2023-03-07,ffn#1,1.4138791079336812
2023-03-10,ffn#1,14.36002859558733
2023-03-13,ffn#1,0.16274030810790646
2023-03-14,ffn#1,-0.12825357767303622
2023-03-15,ffn#1,1.1941653785430826
2023-03-16,ffn#1,-2.5733639540108935
2023-03-17,ffn#1,-0.5272992270031581
2023-03-20,ffn#1,-0.15190745014001744
2023-03-21,ffn#1,0.07593079593350137
2023-03-22,ffn#1,7.483372290027365
2023-03-24,ffn#1,8.563141177532133
