model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,7,1.845215,2.023003,2.413234,0.857143
N-En,7,1.859666,2.034937,2.41787,0.857143
elasticnet#1,7,1.839363,2.022754,2.405877,0.857143
elasticnet#2,7,1.839363,2.022754,2.405877,0.857143
ffn#1,7,1.862906,2.056066,2.397192,0.857143
ffn#2,7,1.851732,2.049312,2.390668,0.857143
lasso#1,7,1.839363,2.022754,2.405877,0.857143
lasso#2,7,1.839363,2.022754,2.405877,0.857143
lgbm_dart#1,7,1.864346,2.047456,2.409134,0.857143
lgbm_dart#2,7,1.844667,1.981458,2.463101,0.857143
lgbm_gbdt#1,7,1.7996,2.002997,2.377084,0.857143
lgbm_gbdt#2,7,1.691068,2.05757,2.174479,0.857143
pcr#1,7,1.860052,2.034964,2.418341,0.857143
pcr#2,7,1.860052,2.034964,2.418341,0.857143
pls#1,7,1.848879,2.028121,2.411924,0.857143
pls#2,7,1.851947,2.023436,2.421519,0.857143
rf#1,7,1.859666,2.034937,2.41787,0.857143
rf#2,7,1.859666,2.034937,2.41787,0.857143
ridge#1,7,1.76752,1.99182,2.347811,0.857143
ridge#2,7,1.76752,1.99182,2.347811,0.857143
