model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.059723085880831195,"[-0.18988902145446795, 0.07044284969280556]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.019701901695523938,"[-0.11232321456592453, 0.07291941117487666]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.04159835323661504,"[-0.15448336904284243, 0.07128666256961236]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.061207264814240325,"[-0.1927987198380896, 0.07038419020960895]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.11172738073496163,"[-0.292351822891769, 0.0688970614218457]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.03063496913405428,"[-0.1332405366466538, 0.07197059837854525]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.10588264647342471,"[-0.2807986585484987, 0.0690333656016493]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.010977959360575495,"[-0.095559884766373, 0.07360396604522201]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.005255316087613593,"[-0.08430573417124587, 0.07379510199601869]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.1278414755033488,"[-0.32423532107192043, 0.06855237006522286]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.014656066522184319,"[-0.10281929784890975, 0.07350716480454111]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.06742879996660184,"[-0.2050088121181357, 0.07015121218493203]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.05275520697994307,"[-0.17624706245645716, 0.07073664849657102]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.008792621284904545,"[-0.09122189526263891, 0.07363665269282982]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.19358594117119543,"[-0.4546281520395268, 0.06745626969713592]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.19227548733988975,"[-0.4520258568726392, 0.06747488219285969]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.19693227539445102,"[-0.46127369370865035, 0.06740914291974831]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.013307591254735018,"[-0.10021650746761646, 0.07360132495814642]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.015215908772328923,"[-0.10387647430959213, 0.07344465676493428]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.011996566006548637,"[-0.09760015465613003, 0.07360702264303276]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",-0.0035315711483051015,"[-0.08097118977332673, 0.07390804747671653]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.014383750268554762,"[-0.10230170672347172, 0.0735342061863622]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.0956921645500845,"[-0.26067262782282463, 0.06928829872265563]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",-0.015111144458102355,"[-0.10367913917835203, 0.07345685026214732]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",-0.18932528036617996,"[-0.44616768415231745, 0.06751712341995753]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",-0.03195468049583372,"[-0.1357871883063675, 0.07187782731470005]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",-0.18649540314144697,"[-0.44054890811963343, 0.06755810183673949]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",-0.0071718757533565936,"[-0.08803906954306484, 0.07369531803635165]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",-0.07025448928426387,"[-0.21056061850425012, 0.07005163993572239]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",-0.11544043600829373,"[-0.2996946773211955, 0.06881380530460801]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",-0.16511051257456255,"[-0.39810573151462614, 0.06788470636550104]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",-0.015396434933702685,"[-0.10421616258833488, 0.07342329272092951]",3,1,60,True,
