model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#1,0.16115,0.130907,2.146557,1.913149,0.216261
N-En,0.160195,0.132435,2.438385,2.02395,0.195524
lgbm_gbdt#2,0.158258,0.098549,1.997234,1.564696,0.184602
lgbm_dart#2,0.147257,0.11836,2.456737,2.154847,0.166445
lgbm_dart#1,0.141996,0.118691,2.07431,1.609932,0.153879
rf#1,0.141542,0.130803,2.012802,1.979226,0.205809
rf#2,0.141275,0.122039,2.016939,2.078107,0.198496
pls#2,0.125764,0.097023,1.850242,1.748021,0.162708
L-En,0.118565,0.089101,2.77758,2.477053,0.112004
lasso#2,0.102439,0.073606,2.525661,2.459562,0.088085
lasso#1,0.102193,0.073397,2.527574,2.463208,0.0878
pls#1,0.101293,0.099508,1.498346,2.07571,0.157587
elasticnet#1,0.100088,0.072377,2.584,2.545098,0.088676
elasticnet#2,0.098228,0.070598,2.567852,2.531475,0.085531
ffn#1,0.086185,0.13258,1.514965,2.01325,0.190714
pcr#1,0.085005,0.062596,2.610426,2.905272,0.0818
pcr#2,0.085005,0.062596,2.610426,2.905272,0.0818
ffn#2,0.072439,0.134094,1.306507,1.983248,0.19204
ridge#1,-0.070238,0.098351,-1.219844,2.204289,0.101914
ridge#2,-0.071319,0.09878,-1.233327,2.200975,0.103321
