model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
pcr#2,-0.006986,0.059736,-0.604662,1.16322,0.085125
pcr#1,-0.006986,0.059736,-0.604662,1.16322,0.085125
L-En,-0.029477,0.012393,-0.526112,0.087934,0.121871
lgbm_gbdt#1,-0.041609,0.047524,-0.93823,0.91861,0.099945
lgbm_dart#2,-0.048356,0.039375,-0.61575,0.50653,0.101282
lgbm_gbdt#2,-0.057719,0.01021,-0.692013,0.063147,0.111914
elasticnet#2,-0.061253,0.025126,-1.095439,0.421722,0.107101
elasticnet#1,-0.063412,0.022996,-1.062256,0.384766,0.109197
lasso#2,-0.081457,0.028681,-1.572912,0.588469,0.09761
lasso#1,-0.092913,0.021267,-1.485866,0.399412,0.108147
N-En,-0.148499,-0.069365,-1.47013,-0.828261,0.088574
ridge#1,-0.337721,-0.047067,-1.912909,-0.289293,0.087054
ridge#2,-0.342998,-0.047641,-1.920018,-0.284835,0.086501
lgbm_dart#1,-0.345722,-0.062005,-2.75997,-0.825523,0.067378
rf#2,-0.353786,-0.224713,-2.146419,-1.508291,-0.021562
rf#1,-0.44873,-0.252097,-2.542811,-1.679876,-0.042758
ffn#2,-0.464602,-0.320593,-3.101885,-2.915968,0.08453
pls#1,-0.498675,-0.172426,-3.828254,-1.543386,0.03783
ffn#1,-0.768274,-0.544842,-3.511,-3.836829,-0.01537
pls#2,-1.254697,-0.531183,-3.143145,-2.772731,0.094251
