model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
L-En,0.121871,0.111102,1.26662,1.725616,0.124234,0.121871
lgbm_gbdt#2,0.111914,0.123289,0.896995,1.391264,0.113734,0.111914
elasticnet#1,0.109197,0.089277,1.372724,1.866166,0.107506,0.109197
lasso#1,0.108147,0.091051,1.305646,1.85267,0.106233,0.108147
elasticnet#2,0.107101,0.086395,1.385162,1.885769,0.105298,0.107101
lgbm_dart#2,0.101282,0.090903,1.239425,1.777149,0.107472,0.101282
lgbm_gbdt#1,0.099945,0.098624,1.274786,1.992317,0.097984,0.099945
lasso#2,0.09761,0.076163,1.386058,1.945069,0.095316,0.09761
pls#2,0.094251,0.095112,0.422401,0.734839,0.072266,0.094251
N-En,0.088574,0.119215,0.646074,1.292826,0.092453,0.088574
ridge#1,0.087054,0.133496,0.830212,1.524225,0.10655,0.087054
ridge#2,0.086501,0.134321,0.822402,1.518288,0.106439,0.086501
pcr#1,0.085125,0.065585,1.611132,2.143957,0.084489,0.085125
pcr#2,0.085125,0.065585,1.611132,2.143957,0.084489,0.085125
ffn#2,0.08453,0.130946,0.5077,1.069786,0.083114,0.08453
lgbm_dart#1,0.067378,0.091292,0.502836,1.317763,0.060781,0.067378
pls#1,0.03783,0.118012,0.06103,1.309047,0.00945,0.03783
ffn#1,-0.01537,0.11549,-0.103062,0.767311,-0.020092,-0.01537
rf#2,-0.021562,0.070054,-0.056848,0.677404,-0.010423,-0.021562
rf#1,-0.042758,0.067252,-0.176167,0.632175,-0.03365,-0.042758
