feature,coef,intercept
moneyness_std,-0.0,0.2186452917214553
tau,-0.0,0.2186452917214553
is_call,0.0,0.2186452917214553
delta_model,0.0,0.2186452917214553
theta_model,-0.0,0.2186452917214553
gamma_model,0.0,0.2186452917214553
vega_model,-0.013778328980008534,0.2186452917214553
iv,-0.045294716970553255,0.2186452917214553
log_mid_t,-0.10737770603963352,0.2186452917214553
opt_rel_spread_final,0.14440757556352898,0.2186452917214553
opt_rel_spread_chg,0.00640848321057529,0.2186452917214553
baspread_chg,0.006408296406002974,0.2186452917214553
log_open_interest_opt,0.0,0.2186452917214553
d_log_open_interest_opt,-0.005815452051719135,0.2186452917214553
atm_iv,0.08233899200482686,0.2186452917214553
smile_slope,0.0,0.2186452917214553
convexity_proxy,-0.0,0.2186452917214553
rr25_proxy,-0.01526493398146124,0.2186452917214553
bf25_proxy,0.0,0.2186452917214553
ivrv_ratio_pred,-0.0,0.2186452917214553
d_iv_atm,0.02137881898040201,0.2186452917214553
atm_ivchg_proxy,0.01751638464796509,0.2186452917214553
dist_to_wall,-0.0007098544414076448,0.2186452917214553
ddist_to_wall,-0.013540588514108184,0.2186452917214553
gex_proxy,0.015028850892317517,0.2186452917214553
dgex_proxy,-0.0,0.2186452917214553
ddist_to_wall_date,-0.0,0.2186452917214553
dgex_proxy_date,0.0,0.2186452917214553
oi_herf_date,0.0,0.2186452917214553
log_pcr_oi_opt,-0.0,0.2186452917214553
d_log_pcr_oi_opt,0.0149922455648033,0.2186452917214553
rv_chg,-0.021983571988345635,0.2186452917214553
realskew_chg,0.0002076272943612266,0.2186452917214553
fut_baspread_chg,0.0,0.2186452917214553
fut_baspread_z,-0.04063524468338116,0.2186452917214553
log_taker_buy_sell_ratio,0.0,0.2186452917214553
log1p_taker_buy_volume,0.0,0.2186452917214553
log1p_long_liquidations_usd,-0.0,0.2186452917214553
log1p_short_liquidations_usd,0.03231686335320143,0.2186452917214553
d_log_taker_buy_sell_ratio,0.0,0.2186452917214553
d_log1p_taker_buy_volume,0.007552767245507456,0.2186452917214553
d_log1p_long_liquidations_usd,-0.002687541032180065,0.2186452917214553
d_log1p_short_liquidations_usd,-0.0,0.2186452917214553
basis,0.0,0.2186452917214553
d_basis,0.0,0.2186452917214553
funding_rates,0.0,0.2186452917214553
d_funding_rates,-0.008407296056352726,0.2186452917214553
log_estimated_leverage_ratio,-0.0057567255083142916,0.2186452917214553
d_log_estimated_leverage_ratio,-0.0,0.2186452917214553
log_open_interest,-0.0,0.2186452917214553
d_log_open_interest,0.0,0.2186452917214553
log_pcr_oi,-0.00781320799214968,0.2186452917214553
d_log_pcr_oi,0.0,0.2186452917214553
futmom_5,0.02789787780576177,0.2186452917214553
futmom_10,-0.05008209865297146,0.2186452917214553
futmom_21,0.0135563092351541,0.2186452917214553
