model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
L-En,0.198817,-0.153989,-0.180762,-1.596319,-0.096449
lasso#1,0.198028,-0.132931,-0.251171,-1.550461,-0.081071
lasso#2,0.1978,-0.132977,-0.252476,-1.550647,-0.081336
elasticnet#1,0.191565,-0.134694,-0.305515,-1.561288,-0.090801
elasticnet#2,0.184817,-0.136114,-0.340183,-1.567082,-0.098136
lgbm_dart#2,0.182225,-0.034269,1.237727,-1.475268,0.090783
rf#2,0.180376,-0.060721,-0.538105,-1.571911,-0.019435
rf#1,0.154483,-0.113669,-0.629666,-2.041485,-0.074623
lgbm_gbdt#2,0.148541,-0.040455,0.675545,-1.376109,0.029465
N-En,0.087958,-0.083766,-0.908853,-1.559191,-0.263702
lgbm_gbdt#1,0.050988,-0.018713,0.02502,-1.340864,-0.071616
pcr#2,-0.011175,-0.004286,-0.554324,-0.773532,-0.032533
pcr#1,-0.011175,-0.004286,-0.554324,-0.773532,-0.032533
lgbm_dart#1,-0.040027,-0.102963,0.303587,-1.729991,-0.194097
ridge#1,-0.259846,-0.300214,-0.794674,-1.996341,-0.548207
ridge#2,-0.274762,-0.30072,-0.806112,-1.999318,-0.563534
ffn#2,-0.44427,-0.386451,-1.772854,-2.313089,-1.736735
pls#1,-0.512291,-0.432055,-1.632306,-2.299478,-1.575253
pls#2,-1.348543,-0.992501,-1.968497,-3.319256,-1.253539
ffn#1,-1.371244,-0.441417,-2.213832,-2.172512,-3.119322
