model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#1,0.459416,0.296297,1.917307,1.291869,0.510654,0.459416
ffn#2,0.459077,0.296742,1.9275,1.306132,0.509644,0.459077
pls#1,0.439559,0.225199,1.98954,1.270158,0.463673,0.439559
rf#2,0.439022,0.312814,2.272542,1.2197,0.425021,0.439022
pls#2,0.407859,0.28288,2.046213,1.174848,0.466694,0.407859
rf#1,0.404642,0.302429,2.254917,1.606037,0.377344,0.404642
N-En,0.377507,0.250897,2.17576,1.330497,0.392916,0.377507
lgbm_dart#2,0.343334,0.240495,2.300598,1.329348,0.354174,0.343334
lgbm_gbdt#1,0.321441,0.210697,2.184807,1.232334,0.333599,0.321441
L-En,0.302689,0.186883,2.042902,1.514522,0.336282,0.302689
elasticnet#2,0.295996,0.172535,2.171199,1.596138,0.320166,0.295996
elasticnet#1,0.29469,0.170282,2.17423,1.600103,0.318852,0.29469
lasso#1,0.290732,0.165915,2.200302,1.620371,0.312831,0.290732
lasso#2,0.29045,0.165713,2.201069,1.620998,0.312513,0.29045
lgbm_gbdt#2,0.285895,0.188136,2.149634,1.076131,0.298822,0.285895
ridge#1,0.253472,0.229439,1.37288,1.57529,0.309707,0.253472
ridge#2,0.253421,0.230775,1.363647,1.576765,0.309326,0.253421
lgbm_dart#1,0.189283,0.092186,2.166275,1.096663,0.215287,0.189283
pcr#1,0.166469,0.078342,1.987076,1.501381,0.181477,0.166469
pcr#2,0.166469,0.078342,1.987076,1.501381,0.181477,0.166469
