model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#2,0.145936,-0.003063,0.910356,-0.897239,0.077652
L-En,0.051879,0.050071,0.973895,-0.55395,0.030695
rf#2,0.051273,0.021186,0.529779,-0.857754,-0.008305
lgbm_gbdt#1,0.041803,-0.105763,-0.116708,-1.026482,-0.164163
rf#1,0.001282,0.046576,0.712977,-0.784261,0.008424
N-En,0.000496,0.01024,0.246911,-0.942053,-0.102793
lgbm_dart#1,-0.004773,-0.011808,-0.15353,-0.927408,-0.106888
lgbm_dart#2,-0.005114,-0.023554,-0.763812,-1.094969,-0.243985
pcr#1,-0.013131,0.065609,-0.985945,-0.10819,-0.053982
pcr#2,-0.013132,0.06561,-0.985972,-0.108213,-0.053985
lasso#2,-0.140731,0.047746,0.524014,-0.280689,-0.066299
lasso#1,-0.140818,0.047692,0.523812,-0.280799,-0.0662
elasticnet#1,-0.142695,0.049528,0.528274,-0.262886,-0.070348
elasticnet#2,-0.144225,0.050297,0.527608,-0.264574,-0.074083
ffn#1,-0.168667,-0.067651,0.240426,-1.425058,-0.229974
ridge#2,-0.177007,0.062172,0.630408,-0.01937,-0.16404
ridge#1,-0.18547,0.061815,0.611484,-0.033364,-0.16978
pls#1,-0.504223,-0.245046,0.20604,-1.748086,-0.209353
pls#2,-0.620132,-0.257769,0.103495,-1.790441,-0.284195
ffn#2,-0.737563,-0.158673,-1.041866,-1.706232,-1.039764
