model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.077652,-0.06963,0.720531,-0.921608,0.110189,0.077652
L-En,0.030695,-0.040104,0.801253,-0.820851,0.104076,0.030695
rf#1,0.008424,-0.043691,0.513228,-0.958087,0.092453,0.008424
rf#2,-0.008305,-0.075409,0.284581,-0.938963,0.079563,-0.008305
pcr#1,-0.053982,0.020221,-1.440993,-0.17907,-0.036944,-0.053982
pcr#2,-0.053985,0.020221,-1.441036,-0.179096,-0.036947,-0.053985
lasso#1,-0.0662,-0.005778,0.416783,-0.510703,0.05314,-0.0662
lasso#2,-0.066299,-0.00578,0.416612,-0.510719,0.053129,-0.066299
elasticnet#1,-0.070348,-0.005028,0.410341,-0.496189,0.052724,-0.070348
elasticnet#2,-0.074083,-0.005487,0.401462,-0.501744,0.051971,-0.074083
N-En,-0.102793,-0.11649,-0.067306,-1.002508,-0.015247,-0.102793
lgbm_dart#1,-0.106888,-0.119488,-0.439222,-0.945689,-0.081639,-0.106888
ridge#2,-0.16404,-0.01196,0.43383,-0.417186,0.080868,-0.16404
lgbm_gbdt#1,-0.164163,-0.306417,-0.373544,-1.042101,-0.128417,-0.164163
ridge#1,-0.16978,-0.01236,0.412978,-0.42712,0.077237,-0.16978
pls#1,-0.209353,-0.469542,0.399617,-2.180001,0.082736,-0.209353
ffn#1,-0.229974,-0.177333,-0.055501,-1.679239,-0.014061,-0.229974
lgbm_dart#2,-0.243985,-0.223906,-0.939051,-1.153331,-0.205825,-0.243985
pls#2,-0.284195,-0.490289,0.126022,-2.244459,0.031842,-0.284195
ffn#2,-1.039764,-0.362057,-1.451133,-2.045362,-0.606365,-1.039764
