model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
pcr#2,0.051954,,0.732392,,0.051954,0.051954
pcr#1,0.051954,,0.732393,,0.051954,0.051954
elasticnet#1,-0.763085,,-1.982766,,-0.763085,-0.763085
elasticnet#2,-0.85073,,-1.995835,,-0.85073,-0.85073
lasso#1,-1.013299,,-1.995393,,-1.013299,-1.013299
lasso#2,-1.129723,,-2.065376,,-1.129723,-1.129723
L-En,-1.785738,,-1.837338,,-1.785738,-1.785738
ridge#1,-2.501942,,-2.13301,,-2.501942,-2.501942
ridge#2,-2.523542,,-2.126102,,-2.523542,-2.523542
lgbm_dart#1,-2.82207,,-2.773499,,-2.82207,-2.82207
N-En,-3.11411,,-2.661251,,-3.11411,-3.11411
rf#1,-3.311916,,-3.801565,,-3.311916,-3.311916
rf#2,-3.454846,,-4.768597,,-3.454846,-3.454846
ffn#2,-3.876065,,-3.296501,,-3.876065,-3.876065
ffn#1,-3.876364,,-3.363554,,-3.876364,-3.876364
lgbm_gbdt#2,-4.325484,,-1.527379,,-4.325484,-4.325484
lgbm_dart#2,-5.152817,,-2.435645,,-5.152817,-5.152817
lgbm_gbdt#1,-8.017577,,-3.444587,,-8.017577,-8.017577
pls#1,-16.91064,,-2.578802,,-16.91064,-16.91064
pls#2,-17.740983,,-2.607176,,-17.740983,-17.740983
