model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
pcr#2,0.053533,-2024.369231,0.732392,-1.45094,0.051954
pcr#1,0.053533,-1008.246154,0.732393,-1.0,0.051954
elasticnet#1,-0.737711,-1008.246154,-1.982766,-1.0,-0.763085
elasticnet#2,-0.823929,-16384.0,-1.995835,-1.016295,-0.85073
lasso#1,-0.987604,-36296.861538,-1.995393,-1.626978,-1.013299
lasso#2,-1.105398,-4032.984615,-2.065376,-1.0,-1.129723
L-En,-1.776961,0.0,-1.837338,,-1.785738
ridge#1,-2.437377,-16131.938462,-2.13301,-1.0,-2.501942
ridge#2,-2.458548,-16131.938462,-2.126102,-1.0,-2.523542
lgbm_dart#1,-2.818456,-68812.8,-2.773499,-1.067872,-2.82207
N-En,-3.109045,-129055.507692,-2.661251,-1.450953,-3.11411
rf#1,-3.312501,-85228.307692,-3.801565,-1.289444,-3.311916
rf#2,-3.45321,-129055.507692,-4.768597,-1.450953,-3.454846
ffn#2,-3.715191,0.0,-3.296501,,-3.876065
ffn#1,-3.716202,0.0,-3.363554,,-3.876364
lgbm_gbdt#2,-4.323892,-64527.753846,-1.527379,-1.0,-4.325484
lgbm_dart#2,-5.151758,-4285.046154,-2.435645,-1.063747,-5.152817
lgbm_gbdt#1,-8.00872,-259371.323077,-3.444587,-1.001021,-8.017577
pls#1,-16.85474,-2855353.107692,-2.578802,-1.99868,-16.91064
pls#2,-17.755549,-1290555.125354,-2.607176,-1.227202,-17.740983
