group,model,ic
2023-07-03,ridge#1,-0.5823529411764706
2023-07-05,ridge#1,-0.16923076923076927
2023-07-06,ridge#1,-0.480701754385965
2023-07-07,ridge#1,0.9607843137254904
2023-07-12,ridge#1,0.9500000000000002
2023-07-14,ridge#1,-0.3098901098901098
2023-07-18,ridge#1,0.2967032967032966
2023-07-19,ridge#1,0.010989010989010985
2023-07-03,ridge#2,-0.5823529411764706
2023-07-05,ridge#2,-0.16923076923076927
2023-07-06,ridge#2,-0.480701754385965
2023-07-07,ridge#2,0.9607843137254904
2023-07-12,ridge#2,0.9500000000000002
2023-07-14,ridge#2,-0.3098901098901098
2023-07-18,ridge#2,0.2967032967032966
2023-07-19,ridge#2,0.010989010989010985
2023-07-03,lasso#1,-0.6147058823529413
2023-07-05,lasso#1,-0.1296703296703297
2023-07-06,lasso#1,-0.5105263157894738
2023-07-07,lasso#1,0.9628482972136224
2023-07-12,lasso#1,0.9294117647058824
2023-07-14,lasso#1,-0.24835164835164825
2023-07-18,lasso#1,0.2879120879120879
2023-07-19,lasso#1,0.10769230769230773
2023-07-03,lasso#2,-0.6147058823529413
2023-07-05,lasso#2,-0.1296703296703297
2023-07-06,lasso#2,-0.5105263157894738
2023-07-07,lasso#2,0.9628482972136224
2023-07-12,lasso#2,0.9294117647058824
2023-07-14,lasso#2,-0.24835164835164825
2023-07-18,lasso#2,0.2879120879120879
2023-07-19,lasso#2,0.10769230769230773
2023-07-03,elasticnet#1,-0.6147058823529413
2023-07-05,elasticnet#1,-0.1296703296703297
2023-07-06,elasticnet#1,-0.49473684210526325
2023-07-07,elasticnet#1,0.9628482972136224
2023-07-12,elasticnet#1,0.9294117647058824
2023-07-14,elasticnet#1,-0.2527472527472526
2023-07-18,elasticnet#1,0.2879120879120879
2023-07-19,elasticnet#1,0.10769230769230773
2023-07-03,elasticnet#2,-0.6147058823529413
2023-07-05,elasticnet#2,-0.1296703296703297
2023-07-06,elasticnet#2,-0.49473684210526325
2023-07-07,elasticnet#2,0.9628482972136224
2023-07-12,elasticnet#2,0.9294117647058824
2023-07-14,elasticnet#2,-0.2527472527472526
2023-07-18,elasticnet#2,0.2879120879120879
2023-07-19,elasticnet#2,0.10769230769230773
2023-07-03,pcr#1,-0.5764705882352942
2023-07-05,pcr#1,-0.16923076923076927
2023-07-06,pcr#1,-0.4894736842105264
2023-07-07,pcr#1,0.9649122807017545
2023-07-12,pcr#1,0.8264705882352941
2023-07-14,pcr#1,-0.27912087912087913
2023-07-18,pcr#1,0.2571428571428571
2023-07-19,pcr#1,0.3450549450549451
2023-07-03,pcr#2,-0.5764705882352942
2023-07-05,pcr#2,-0.16923076923076927
2023-07-06,pcr#2,-0.4894736842105264
2023-07-07,pcr#2,0.9649122807017545
2023-07-12,pcr#2,0.8264705882352941
2023-07-14,pcr#2,-0.27912087912087913
2023-07-18,pcr#2,0.2571428571428571
2023-07-19,pcr#2,0.3450549450549451
2023-07-03,pls#1,-0.5647058823529412
2023-07-05,pls#1,-0.16923076923076927
2023-07-06,pls#1,-0.529824561403509
2023-07-07,pls#1,0.9690402476780188
2023-07-12,pls#1,0.7970588235294118
2023-07-14,pls#1,-0.2703296703296703
2023-07-18,pls#1,0.22637362637362637
2023-07-19,pls#1,0.27912087912087913
2023-07-03,pls#2,-0.5470588235294118
2023-07-05,pls#2,-0.2263736263736264
2023-07-06,pls#2,-0.505263157894737
2023-07-07,pls#2,0.9690402476780188
