model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ffn#2,0.151702,0.086527,1.840834,1.98112,0.202244
ffn#1,0.150246,0.085152,1.850729,1.989052,0.19963
N-En,0.149932,0.079809,1.706265,1.856649,0.19716
lgbm_gbdt#1,0.149336,0.077481,1.561598,1.642246,0.219268
lgbm_dart#2,0.138791,0.068636,1.793338,1.888206,0.167477
rf#2,0.13115,0.0844,1.587522,1.787646,0.200498
rf#1,0.128572,0.081785,1.516763,1.674529,0.207569
lgbm_gbdt#2,0.127003,0.051398,1.423786,1.594932,0.182654
lgbm_dart#1,0.117899,0.053361,1.448389,1.886044,0.149962
L-En,0.093527,0.039947,1.989648,2.144748,0.111228
ridge#2,0.090795,0.056118,1.943053,2.041399,0.117579
pls#2,0.09037,0.062089,1.486573,2.063237,0.163145
ridge#1,0.089842,0.055336,1.940156,2.044148,0.115935
lasso#2,0.073358,0.024443,1.875109,2.094276,0.085257
lasso#1,0.073188,0.024357,1.877184,2.095666,0.084983
elasticnet#1,0.072928,0.02664,1.900417,2.140692,0.086581
pls#1,0.07205,0.054231,1.315102,2.107212,0.15659
elasticnet#2,0.071114,0.024776,1.908623,2.133131,0.083222
pcr#1,0.067269,0.025322,1.948341,2.235595,0.080453
pcr#2,0.067269,0.025322,1.948341,2.235595,0.080453
