model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.219268,0.10332,2.024244,2.070933,0.212915,0.219268
rf#1,0.207569,0.103522,1.963373,1.997756,0.214261,0.207569
ffn#2,0.202244,0.104998,2.381792,2.509015,0.176024,0.202244
rf#2,0.200498,0.10176,2.055915,2.129488,0.204189,0.200498
ffn#1,0.19963,0.101846,2.390486,2.503351,0.173494,0.19963
N-En,0.19716,0.090948,2.150032,2.283383,0.188881,0.19716
lgbm_gbdt#2,0.182654,0.070863,1.927861,2.088545,0.177902,0.182654
lgbm_dart#2,0.167477,0.068927,2.140886,2.199563,0.17049,0.167477
pls#2,0.163145,0.066355,2.220444,2.530901,0.149405,0.163145
pls#1,0.15659,0.057177,2.096165,2.585414,0.145065,0.15659
lgbm_dart#1,0.149962,0.04807,1.871071,2.331475,0.143008,0.149962
ridge#2,0.117579,0.071412,2.341205,2.567173,0.098144,0.117579
ridge#1,0.115935,0.070043,2.335703,2.56832,0.096827,0.115935
L-En,0.111228,0.043192,2.441995,2.617242,0.099026,0.111228
elasticnet#1,0.086581,0.028487,2.367254,2.560639,0.078951,0.086581
lasso#2,0.085257,0.026001,2.320044,2.488647,0.079961,0.085257
lasso#1,0.084983,0.025882,2.322895,2.490023,0.079739,0.084983
elasticnet#2,0.083222,0.026038,2.376877,2.537617,0.076794,0.083222
pcr#1,0.080453,0.024941,2.461673,2.690734,0.068852,0.080453
pcr#2,0.080453,0.024941,2.461673,2.690734,0.068852,0.080453
