n,mean,std,skew,excess_kurtosis,jb_stat,jb_pvalue,q005,q010,q050,q500,q950,q990,q995
21203,0.36598976239825204,2.2212224848951556,6.026401479311419,43.46653575407968,1796666.0080992985,0.0,-1.7104509991410333,-1.4396800433112074,-0.7549859881046296,-0.04260669949418629,2.6726012327668864,12.419594622502117,16.344829821409366
