n,mean,std,skew,excess_kurtosis,jb_stat,jb_pvalue,q005,q010,q050,q500,q950,q990,q995
21203,-0.23769944375028856,1.5598731193332214,-0.5561778128976677,4.17269644678943,16465.88275567026,0.0,-5.1493911676508715,-4.0164619920723705,-2.6178922147423616,-0.151933853961209,2.107150612227843,3.3175809031020114,3.85365804684621
