date,n_rows,avg_miss
2021-03-12,45,0.03523391812865497
2021-03-15,41,0.013639281129653402
2021-03-16,41,0.006739409499358151
2021-03-17,21,0.007518796992481203
2021-03-18,36,0.01023391812865497
2021-03-19,15,0.03728070175438597
2021-03-22,13,0.013157894736842105
2021-03-23,12,0.03399122807017544
2021-04-05,42,0.1118421052631579
2021-04-06,43,0.008108935128518973
2021-04-08,45,0.008918128654970759
2021-04-12,50,0.012631578947368423
2021-04-13,42,0.008302005012531328
2021-04-14,48,0.013569078947368422
2021-04-15,43,0.008720930232558141
2021-04-16,46,0.03575514874141877
2021-04-19,58,0.011569872958257711
2021-04-20,56,0.012453007518796992
2021-04-21,49,0.009667024704618691
2021-04-22,48,0.011924342105263159
2021-04-23,49,0.05034908700322235
2021-04-26,47,0.010218365061590145
2021-04-27,54,0.009015594541910333
2021-04-28,18,0.0076754385964912285
2021-04-29,1,0.03289473684210526
2021-05-03,43,0.11842105263157894
2021-05-04,27,0.007553606237816763
2021-05-05,19,0.006578947368421052
2021-05-06,32,0.006578947368421052
2021-05-07,1,0.05921052631578947
2021-05-10,1,0.03289473684210526
2021-05-11,48,0.017955043859649123
2021-05-12,45,0.008479532163742688
2021-05-13,46,0.03532608695652174
2021-05-14,46,0.03475400457665904
2021-05-17,36,0.014071637426900584
2021-05-18,26,0.016700404858299593
2021-05-19,20,0.017434210526315785
2021-05-20,27,0.01705653021442495
2021-05-21,20,0.03289473684210526
2021-05-24,20,0.006578947368421052
2021-05-25,11,0.03289473684210526
2021-05-26,18,0.02046783625730994
2021-05-27,9,0.03289473684210526
2021-05-28,3,0.16447368421052633
2021-06-01,40,0.0350328947368421
2021-06-02,40,0.008223684210526315
2021-06-03,42,0.008145363408521303
2021-06-04,37,0.0346728307254623
2021-06-07,27,0.009259259259259259
2021-06-08,3,0.03289473684210526
2021-06-09,48,0.03495065789473684
2021-06-10,26,0.006578947368421052
2021-06-11,3,0.05921052631578947
2021-06-14,47,0.020016797312430012
2021-06-15,45,0.00804093567251462
2021-06-16,46,0.010869565217391304
2021-06-17,43,0.037484700122399024
2021-06-18,38,0.033414127423822715
2021-06-21,28,0.013392857142857142
2021-06-22,27,0.03606237816764133
2021-06-23,16,0.007401315789473684
2021-06-24,3,0.03289473684210526
2021-07-06,51,0.11842105263157894
2021-07-07,51,0.0070949432404540744
2021-07-08,35,0.009210526315789471
2021-07-09,1,0.05921052631578947
2021-07-12,48,0.015487938596491228
2021-07-13,48,0.00794956140350877
2021-07-14,50,0.012236842105263159
2021-07-15,47,0.0083986562150056
2021-07-16,44,0.03588516746411483
2021-07-19,43,0.009638922888616891
2021-07-20,26,0.011639676113360323
2021-07-21,1,0.03289473684210526
2021-07-22,1,0.03289473684210526
2021-07-23,18,0.04897660818713451
2021-07-26,31,0.020797962648556875
2021-07-27,23,0.013157894736842105
2021-07-28,21,0.011591478696741854
2021-07-29,10,0.006578947368421052
2021-07-30,2,0.16447368421052633
2021-08-02,66,0.03508771929824561
2021-08-03,70,0.007894736842105263
2021-08-04,72,0.011695906432748539
2021-08-05,70,0.007518796992481201
2021-08-06,69,0.036803966437833714
2021-08-09,74,0.01466927453769559
2021-08-10,70,0.0066729323308270675
2021-08-11,69,0.006960335621662855
2021-08-12,65,0.006781376518218623
2021-08-13,2,0.05921052631578947
2021-08-16,52,0.01847165991902834
2021-08-17,51,0.009158926728586172
2021-08-18,45,0.00804093567251462
2021-08-19,37,0.00817923186344239
2021-08-20,32,0.03495065789473684
2021-08-23,29,0.013384754990925589
2021-08-24,23,0.012585812356979406
2021-08-25,14,0.006578947368421052
2021-08-26,9,0.01388888888888889
2021-08-27,61,0.15789473684210525
2021-08-30,71,0.015196441808747223
2021-08-31,75,0.011228070175438597
2021-09-01,80,0.01069078947368421
2021-09-02,81,0.009015594541910331
2021-09-03,77,0.03460355434039644
2021-09-07,81,0.012589343729694606
2021-09-08,80,0.007976973684210525
2021-09-09,78,0.02656882591093117
2021-09-10,70,0.03289473684210526
2021-09-13,63,0.006578947368421052
2021-09-14,52,0.00910931174089069
2021-09-15,67,0.00854281225451689
2021-09-16,61,0.007657463330457292
2021-09-17,46,0.03289473684210526
2021-09-20,33,0.009170653907496011
2021-09-21,23,0.013443935926773457
2021-09-22,17,0.015479876160990712
2021-09-23,9,0.03362573099415205
2021-10-01,78,0.13815789473684212
2021-10-04,80,0.008470394736842106
2021-10-05,79,0.011242504996668887
2021-10-06,73,0.029289834174477287
2021-10-07,86,0.012163402692778458
2021-10-08,84,0.03837719298245614
2021-10-11,72,0.03115862573099415
2021-10-12,89,0.007318154937906564
2021-10-13,89,0.007318154937906564
2021-10-14,80,0.013980263157894737
2021-10-15,69,0.041189931350114416
2021-10-18,62,0.007852292020373514
2021-10-19,27,0.028752436647173488
2021-10-20,47,0.009798432250839867
2021-10-21,61,0.009814495254529768
2021-10-22,59,0.03400981266726137
2021-10-25,33,0.008572567783094098
2021-10-26,13,0.012145748987854251
2021-10-27,1,0.03289473684210526
2021-10-28,4,0.029605263157894735
2021-10-29,54,0.13815789473684212
2021-11-01,48,0.010553728070175438
2021-11-02,66,0.011363636363636362
2021-11-03,68,0.009094427244582043
2021-11-04,67,0.007855459544383348
2021-11-05,64,0.03289473684210526
2021-11-08,65,0.009210526315789473
2021-11-09,59,0.011039250669045495
2021-11-10,62,0.03395585738539898
2021-11-11,59,0.02631578947368421
2021-11-12,55,0.03289473684210526
2021-11-15,51,0.00954592363261094
2021-11-16,58,0.009981851179673321
2021-11-17,65,0.01123481781376518
2021-11-18,69,0.016113653699466057
2021-11-19,61,0.03289473684210526
2021-11-22,49,0.009264232008592912
2021-11-23,29,0.009754990925589837
2021-11-24,15,0.03289473684210526
2021-12-03,54,0.14473684210526316
2021-12-06,51,0.006578947368421052
2021-12-07,51,0.007868937048503612
2021-12-08,50,0.006578947368421052
2021-12-09,49,0.010069817400644469
2021-12-10,50,0.05526315789473685
2021-12-13,45,0.008625730994152045
2021-12-14,53,0.011916583912611719
2021-12-15,50,0.006973684210526316
2021-12-16,46,0.008438215102974829
2021-12-17,35,0.03289473684210526
2021-12-20,41,0.009788189987163031
2021-12-21,46,0.008009153318077803
2021-12-22,44,0.009569377990430622
2021-12-23,42,0.05419799498746867
2021-12-27,27,0.006578947368421052
2021-12-28,15,0.007456140350877193
2021-12-29,12,0.006578947368421052
2021-12-30,5,0.03289473684210526
2021-12-31,2,0.16447368421052633
2022-01-03,36,0.03508771929824561
2022-01-04,34,0.0073529411764705855
2022-01-05,33,0.008572567783094098
2022-01-06,33,0.010566188197767145
2022-01-07,31,0.03289473684210526
2022-01-10,28,0.00892857142857143
2022-01-11,33,0.008572567783094098
2022-01-12,26,0.006578947368421052
2022-01-13,22,0.006578947368421052
2022-01-14,21,0.03289473684210526
2022-01-18,17,0.02747678018575851
2022-01-19,17,0.006578947368421052
2022-01-20,13,0.00708502024291498
2022-01-21,12,0.04550438596491228
2022-01-24,7,0.006578947368421052
2022-01-25,3,0.03289473684210526
2022-01-26,11,0.015550239234449759
2022-01-27,6,0.006578947368421052
2022-01-28,24,0.13815789473684212
2022-01-31,29,0.014065335753176046
2022-02-01,25,0.006578947368421052
2022-02-02,24,0.006578947368421052
2022-02-03,30,0.014254385964912283
2022-02-04,27,0.03362573099415205
2022-02-07,26,0.017459514170040484
2022-02-08,30,0.007894736842105263
2022-02-09,28,0.006578947368421052
2022-02-10,26,0.00910931174089069
2022-02-11,27,0.03289473684210526
2022-02-14,27,0.016325536062378167
2022-02-15,23,0.006578947368421052
2022-02-16,15,0.006578947368421052
2022-02-17,22,0.01854066985645933
2022-02-18,16,0.03330592105263158
2022-02-22,9,0.007309941520467837
2022-02-23,4,0.006578947368421052
2022-02-24,11,0.03648325358851674
2022-02-25,42,0.13815789473684212
2022-02-28,58,0.022118874773139747
2022-03-01,64,0.01675575657894737
2022-03-02,66,0.009868421052631577
2022-03-04,72,0.03554459064327485
2022-03-07,64,0.007915296052631578
2022-03-08,66,0.006578947368421052
2022-03-09,73,0.007750540735400145
2022-03-10,64,0.01069078947368421
2022-03-11,66,0.03319377990430622
2022-03-14,70,0.006578947368421052
2022-03-15,61,0.006578947368421052
2022-03-16,54,0.009015594541910331
2022-03-17,48,0.006578947368421052
2022-03-18,37,0.034850640113798015
2022-03-21,33,0.008971291866028708
2022-03-22,32,0.006578947368421052
2022-03-23,17,0.006578947368421052
2022-03-24,9,0.006578947368421052
2022-04-01,36,0.15789473684210525
2022-04-04,36,0.006578947368421052
2022-04-05,36,0.006578947368421052
2022-04-06,39,0.013157894736842105
2022-04-07,31,0.006578947368421052
2022-04-11,27,0.014376218323586744
2022-04-12,33,0.028309409888357256
2022-04-13,31,0.03056027164685908
2022-04-14,28,0.053336466165413536
2022-04-18,29,0.028584392014519056
2022-04-19,30,0.028947368421052635
2022-04-20,30,0.02631578947368421
2022-04-21,25,0.006578947368421052
2022-04-22,17,0.05301857585139319
2022-04-25,14,0.031015037593984964
2022-04-26,13,0.051113360323886636
2022-04-27,11,0.02631578947368421
2022-04-28,5,0.02631578947368421
2022-05-02,20,0.1118421052631579
2022-05-03,33,0.020534290271132377
2022-05-04,37,0.015647226173541962
2022-05-05,30,0.00723684210526316
2022-05-06,26,0.03795546558704453
2022-05-09,29,0.01837568058076225
2022-05-10,24,0.01206140350877193
2022-05-11,19,0.020083102493074795
2022-05-12,31,0.03544142614601018
2022-05-13,26,0.03289473684210526
2022-05-16,18,0.006578947368421052
2022-05-17,1,0.03289473684210526
2022-05-18,30,0.023903508771929826
2022-05-19,23,0.009439359267734553
2022-05-20,20,0.03289473684210526
2022-05-23,18,0.010964912280701756
2022-05-24,13,0.00708502024291498
2022-05-25,12,0.006578947368421052
2022-05-26,5,0.019736842105263157
2022-05-27,39,0.13815789473684212
2022-05-31,35,0.009962406015037594
2022-06-01,38,0.011772853185595568
2022-06-02,41,0.008183568677792042
2022-06-03,37,0.03289473684210526
2022-06-06,42,0.009711779448621555
2022-06-07,40,0.006578947368421052
2022-06-08,45,0.00847953216374269
2022-06-09,38,0.006578947368421052
2022-06-10,32,0.03700657894736842
2022-06-13,3,0.03289473684210526
2022-06-14,28,0.02819548872180451
2022-06-15,24,0.015076754385964914
2022-06-16,25,0.015263157894736845
2022-06-17,22,0.03588516746411483
2022-06-21,11,0.013157894736842105
2022-06-22,8,0.009046052631578948
2022-06-23,5,0.006578947368421052
2022-07-01,27,0.13815789473684212
2022-07-05,27,0.01364522417153996
2022-07-06,30,0.006578947368421052
2022-07-07,33,0.01036682615629984
2022-07-08,30,0.03289473684210526
2022-07-11,30,0.008771929824561405
2022-07-12,31,0.006578947368421052
2022-07-13,32,0.006578947368421052
2022-07-14,26,0.006578947368421052
2022-07-15,23,0.03289473684210526
2022-07-18,18,0.006578947368421052
2022-07-19,22,0.011363636363636362
2022-07-20,22,0.006578947368421052
2022-07-21,21,0.009711779448621555
2022-07-22,18,0.03289473684210526
2022-07-25,14,0.012218045112781954
2022-07-26,15,0.010964912280701754
2022-07-27,10,0.017763157894736842
2022-07-28,6,0.006578947368421052
2022-07-29,24,0.13815789473684212
2022-08-01,28,0.009398496240601503
2022-08-02,21,0.006578947368421052
2022-08-03,22,0.009569377990430622
2022-08-04,28,0.007283834586466168
2022-08-05,26,0.03289473684210526
2022-08-08,24,0.009320175438596492
2022-08-09,22,0.006578947368421052
2022-08-10,23,0.006578947368421052
2022-08-11,20,0.006578947368421052
2022-08-12,19,0.03289473684210526
2022-08-15,19,0.010041551246537396
2022-08-16,15,0.006578947368421052
2022-08-17,17,0.006578947368421052
2022-08-18,14,0.013627819548872178
2022-08-19,15,0.03289473684210526
2022-08-22,11,0.013755980861244018
2022-08-23,7,0.006578947368421052
2022-08-24,5,0.006578947368421052
2022-08-25,3,0.006578947368421052
2022-09-02,30,0.13815789473684212
2022-09-06,28,0.00892857142857143
2022-09-07,27,0.009015594541910331
2022-09-08,29,0.009528130671506351
2022-09-09,33,0.035287081339712915
2022-09-12,38,0.010214681440443211
2022-09-13,34,0.006578947368421052
2022-09-14,17,0.006578947368421052
2022-09-15,26,0.006578947368421052
2022-09-16,21,0.03289473684210526
2022-09-19,21,0.006578947368421052
2022-09-20,19,0.006578947368421052
2022-09-21,16,0.01644736842105263
2022-09-22,16,0.006578947368421052
2022-09-23,15,0.042105263157894736
2022-09-26,15,0.012280701754385965
2022-09-27,14,0.006578947368421052
2022-09-28,11,0.006578947368421052
2022-09-29,4,0.006578947368421052
2022-10-03,24,0.039473684210526314
2022-10-04,28,0.010338345864661655
2022-10-05,24,0.006578947368421052
2022-10-10,27,0.027046783625730993
2022-10-11,23,0.006578947368421052
2022-10-12,21,0.006578947368421052
2022-10-13,21,0.006578947368421052
2022-10-14,14,0.03336466165413534
2022-10-17,17,0.014705882352941176
2022-10-18,15,0.010964912280701754
2022-10-19,14,0.006578947368421052
2022-10-20,10,0.006578947368421052
2022-10-21,10,0.03289473684210526
2022-10-24,8,0.006578947368421052
2022-10-25,6,0.01754385964912281
2022-10-26,3,0.02850877192982456
2022-10-27,3,0.02850877192982456
2022-10-28,20,0.13815789473684212
2022-10-31,23,0.009439359267734551
2022-11-02,18,0.0076754385964912285
2022-11-03,17,0.006578947368421052
2022-11-04,18,0.03654970760233918
2022-11-07,16,0.006578947368421052
2022-11-08,13,0.008097165991902832
2022-11-09,12,0.022478070175438597
2022-11-10,11,0.03289473684210526
2022-11-11,8,0.03289473684210526
2022-11-14,1,0.03289473684210526
2022-11-15,6,0.013157894736842105
2022-11-16,7,0.006578947368421052
2022-11-17,9,0.01388888888888889
2022-11-18,6,0.043859649122807015
2022-11-21,2,0.03289473684210526
2022-11-22,2,0.03289473684210526
2022-11-23,2,0.05921052631578947
2022-12-05,13,0.11842105263157894
2022-12-06,15,0.009210526315789473
2022-12-07,15,0.006578947368421052
2022-12-08,13,0.006578947368421052
2022-12-09,11,0.03289473684210526
2022-12-12,10,0.006578947368421052
2022-12-13,8,0.009046052631578948
2022-12-14,7,0.006578947368421052
2022-12-15,7,0.006578947368421052
2022-12-16,6,0.03289473684210526
2022-12-19,5,0.007894736842105263
2022-12-20,7,0.015977443609022556
2022-12-21,4,0.006578947368421052
2022-12-22,1,0.03289473684210526
2022-12-23,1,0.039473684210526314
2023-01-03,9,0.03289473684210526
2023-01-04,9,0.0007309941520467836
2023-01-05,10,0.0
2023-01-06,9,0.027046783625730993
2023-01-09,9,0.0021929824561403508
2023-01-10,2,0.03618421052631579
2023-01-11,11,0.010167464114832537
2023-01-12,10,0.003947368421052633
2023-01-13,8,0.05345394736842105
2023-01-17,11,0.03349282296650718
2023-01-18,12,0.01644736842105263
2023-01-19,10,0.0019736842105263163
2023-01-20,8,0.04523026315789474
2023-01-23,6,0.021929824561403508
2023-01-24,3,0.0
2023-01-25,1,0.02631578947368421
2023-01-26,1,0.02631578947368421
2023-01-27,24,0.13815789473684212
2023-01-30,30,0.004166666666666667
2023-01-31,27,0.0007309941520467836
2023-02-01,22,0.0
2023-02-02,22,0.0
2023-02-03,22,0.02631578947368421
2023-02-06,19,0.0
2023-02-07,25,0.0015789473684210526
2023-02-08,24,0.0
2023-02-09,18,0.0003654970760233918
2023-02-10,16,0.046052631578947366
2023-02-13,13,0.0005060728744939271
2023-02-14,13,0.005060728744939271
2023-02-15,20,0.009868421052631578
2023-02-16,30,0.01754385964912281
2023-02-17,21,0.04918546365914787
2023-02-21,17,0.0
2023-02-22,3,0.0
2023-02-23,1,0.0
2023-03-03,34,0.13157894736842105
2023-03-06,39,0.00354251012145749
2023-03-07,33,0.0005980861244019139
2023-03-08,23,0.0
2023-03-09,26,0.0025303643724696357
2023-03-10,45,0.031725146198830406
2023-03-13,51,0.001934984520123839
2023-03-14,45,0.0
2023-03-15,48,0.0013706140350877192
2023-03-16,31,0.0021222410865874364
2023-03-17,45,0.030701754385964907
2023-03-20,44,0.0014952153110047847
2023-03-21,47,0.0032194848824188124
2023-03-22,36,0.0018274853801169592
2023-03-23,23,0.005720823798627002
2023-03-24,32,0.030633223684210526
2023-03-27,12,0.006578947368421052
2023-03-28,14,0.0
2023-03-29,13,0.005060728744939271
2023-03-30,2,0.02631578947368421
2023-03-31,39,0.13815789473684212
2023-04-03,36,0.0010964912280701754
2023-04-04,29,0.002268602540834846
2023-04-05,11,0.003588516746411483
2023-04-06,41,0.002406931964056483
2023-04-07,28,0.046052631578947366
2023-04-10,38,0.0
2023-04-11,32,0.0
2023-04-12,38,0.0034626038781163434
2023-04-13,33,0.0
2023-04-14,20,0.02631578947368421
2023-04-17,19,0.00034626038781163435
2023-04-18,32,0.002261513157894737
2023-04-19,38,0.0
2023-04-20,34,0.0019349845201238388
2023-04-21,27,0.028752436647173488
2023-04-24,24,0.0
2023-04-25,22,0.0038875598086124397
2023-04-26,14,0.0
2023-04-27,5,0.0
2023-05-01,64,0.10526315789473684
2023-05-02,64,0.0010279605263157894
2023-05-03,62,0.0010611205432937182
2023-05-04,56,0.001174812030075188
2023-05-05,27,0.02631578947368421
2023-05-08,26,0.0
2023-05-09,38,0.0
2023-05-10,41,0.0016046213093709885
2023-05-11,38,0.0
2023-05-12,35,0.02650375939849624
2023-05-15,42,0.00015664160401002505
2023-05-16,26,0.0
2023-05-17,22,0.0029904306220095694
2023-05-18,16,0.0
2023-05-19,2,0.02631578947368421
2023-05-22,12,0.0
2023-05-23,7,0.0
2023-05-24,10,0.0
2023-05-25,9,0.008771929824561403
2023-06-02,46,0.13157894736842105
2023-06-05,41,0.0028883183568677788
2023-06-06,28,0.0
2023-06-07,38,0.0
2023-06-08,29,0.0
2023-06-09,32,0.02652138157894737
2023-06-12,28,0.0042293233082706765
2023-06-13,25,0.0007894736842105263
2023-06-14,23,0.0
2023-06-15,35,0.0
2023-06-16,26,0.031123481781376517
2023-06-20,27,0.0007309941520467836
2023-06-21,17,0.00348297213622291
2023-06-22,21,0.0
2023-06-23,22,0.031100478468899517
2023-06-26,27,0.007553606237816764
2023-06-27,15,0.0
2023-06-28,10,0.01578947368421053
2023-06-29,1,0.0
2023-06-30,22,0.12739234449760764
2023-07-03,34,0.036571207430340556
2023-07-05,30,0.0
2023-07-06,37,0.004445234708392603
2023-07-07,36,0.027777777777777773
2023-07-10,27,0.005360623781676414
2023-07-11,17,0.0011609907120743034
2023-07-12,33,0.0033891547049441787
2023-07-13,27,0.005116959064327485
2023-07-14,30,0.032017543859649125
2023-07-17,25,0.0010526315789473684
2023-07-18,25,0.0010526315789473684
2023-07-19,25,0.0010526315789473684
2023-07-20,20,0.0036184210526315794
2023-07-21,19,0.038434903047091414
2023-07-24,11,0.0005980861244019139
2023-07-25,10,0.007236842105263159
2023-07-26,6,0.0010964912280701754
2023-07-27,5,0.0013157894736842105
2023-07-28,15,0.1254385964912281
2023-08-01,14,0.0018796992481203006
2023-08-02,28,0.023026315789473683
2023-08-03,28,0.006343984962406015
2023-08-04,18,0.032163742690058485
2023-08-08,32,0.02035361842105263
2023-08-09,25,0.004210526315789474
2023-08-10,22,0.006578947368421052
2023-08-11,24,0.04797149122807017
2023-08-14,21,0.005325814536340852
2023-08-15,32,0.01870888157894737
2023-08-16,29,0.008620689655172414
2023-08-17,18,0.008406432748538013
2023-08-18,28,0.05404135338345864
2023-08-21,22,0.005980861244019139
2023-08-22,16,0.029605263157894735
2023-08-23,15,0.009210526315789473
2023-08-24,3,0.0
