model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,9,0.135796,0.388909,1.047515,0.555556
N-En,9,0.186412,0.45666,1.224625,0.444444
elasticnet#1,9,0.127445,0.365893,1.044941,0.555556
elasticnet#2,9,0.162513,0.438059,1.112954,0.555556
ffn#1,9,0.243872,0.528692,1.383824,0.555556
ffn#2,9,0.251136,0.5248,1.435612,0.555556
lasso#1,9,0.162513,0.438059,1.112954,0.555556
lasso#2,9,0.162513,0.438059,1.112954,0.555556
lgbm_dart#1,9,0.075565,0.349467,0.648693,0.222222
lgbm_dart#2,9,0.077891,0.351891,0.664051,0.222222
lgbm_gbdt#1,9,0.156942,0.440871,1.067942,0.555556
lgbm_gbdt#2,9,0.105696,0.311056,1.01939,0.444444
pcr#1,9,0.062209,0.495107,0.376943,0.666667
pcr#2,9,0.062209,0.495107,0.376943,0.666667
pls#1,9,-0.075296,0.444665,-0.507997,0.333333
pls#2,9,0.011283,0.433429,0.078093,0.444444
rf#1,9,0.141093,0.435454,0.97204,0.444444
rf#2,9,0.124561,0.38649,0.966862,0.333333
ridge#1,9,0.136657,0.387193,1.058828,0.555556
ridge#2,9,0.136657,0.387193,1.058828,0.555556
