model,IC_mean,IC_std,N
L-En,-0.27012292546348277,0.568059801646157,9
N-En,-0.13362028122090042,0.555976014987681,9
elasticnet#1,-0.26253302940609446,0.6141124865672394,9
elasticnet#2,-0.2590492382288048,0.6131834093111391,9
ffn#1,-0.010887449896737832,0.5565315284494811,9
ffn#2,-0.02305417893653188,0.5567135513491318,9
lasso#1,-0.2527000318795985,0.6119557227514647,9
lasso#2,-0.2527000318795985,0.6119557227514647,9
lgbm_dart#1,-0.2065465007415472,0.4905696933037693,9
lgbm_dart#2,-0.21466537132171806,0.523044405407768,9
lgbm_gbdt#1,-0.19244300656358618,0.5925909275106652,9
lgbm_gbdt#2,-0.21009127480718975,0.5033117633918639,9
pcr#1,0.2727792646523297,0.3235958827936551,9
pcr#2,0.2727792646523297,0.3235958827936551,9
pls#1,-0.31338183946543086,0.4082606216590435,9
pls#2,-0.22887573382929421,0.4226591580591889,9
rf#1,-0.28147781151411394,0.5207352851148287,9
rf#2,-0.3049436146515694,0.48060363099696685,9
ridge#1,-0.27523311168822007,0.5874950377967812,9
ridge#2,-0.2743157856934947,0.5863505153702706,9
