model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.189514,-0.01495,0.215976,-1.0,0.112457
L-En,0.148452,0.406364,-0.150692,1.0,0.053659
pcr#1,0.079372,-0.007444,-0.270617,-1.0,-0.087968
pcr#2,0.079356,-0.007448,-0.270661,-1.0,-0.087996
N-En,-0.007863,-0.416841,-0.434552,-1.0,-0.277666
lasso#2,-0.137358,0.58748,-0.633239,1.0,-0.223502
lasso#1,-0.137678,0.586962,-0.633855,1.0,-0.223803
elasticnet#1,-0.13894,0.601745,-0.635192,1.0,-0.228577
elasticnet#2,-0.145676,0.61224,-0.645165,1.0,-0.237871
lgbm_gbdt#2,-0.149553,-1.755048,-1.416077,-1.0,-0.751925
rf#2,-0.512295,-0.146384,-1.466932,-1.0,-0.570409
ffn#2,-0.553413,0.760441,-1.290602,1.0,-0.728438
lgbm_dart#1,-0.6014,-1.292132,-1.189237,-1.0,-1.440478
lgbm_dart#2,-0.809642,-0.496234,-1.446859,-1.0,-1.796393
ffn#1,-1.021627,0.799584,-1.947848,1.0,-1.292187
ridge#1,-1.294659,0.831407,-1.822226,1.0,-1.451417
ridge#2,-1.306555,0.833872,-1.828987,1.0,-1.46257
lgbm_gbdt#1,-2.438583,-3.452963,-1.896606,-1.0,-3.507669
pls#2,-5.45695,-0.400089,-3.324148,-1.0,-6.129441
pls#1,-7.865058,-0.339035,-3.625471,-1.0,-9.050014
