model,IC_mean,IC_std,N
L-En,-0.4901098901098901,,1
N-En,-0.5516483516483517,,1
elasticnet#1,-0.5824175824175825,,1
elasticnet#2,-0.5824175824175825,,1
ffn#1,-0.4901098901098901,,1
ffn#2,-0.4901098901098901,,1
lasso#1,-0.5824175824175825,,1
lasso#2,-0.5824175824175825,,1
lgbm_dart#1,-0.605060872185767,,1
lgbm_dart#2,-0.4356438279737522,,1
lgbm_gbdt#1,-0.5468342531427497,,1
lgbm_gbdt#2,-0.4150350126528435,,1
pcr#1,-0.4901098901098901,,1
pcr#2,-0.4901098901098901,,1
pls#1,-0.43736263736263725,,1
pls#2,-0.4637362637362637,,1
rf#1,-0.5604395604395604,,1
rf#2,-0.5384615384615384,,1
ridge#1,-0.5516483516483517,,1
ridge#2,-0.5516483516483517,,1
