model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
pcr#2,0.088952,0.025797,1.361116,1.835858,0.070652
pcr#1,0.088951,0.025797,1.361148,1.835867,0.070651
lgbm_gbdt#2,0.083287,0.048528,0.824064,1.438041,0.084253
lasso#1,0.068044,0.057408,0.553413,1.542898,0.084801
lasso#2,0.067962,0.057423,0.552561,1.542491,0.084782
elasticnet#1,0.065569,0.057393,0.531525,1.53164,0.084239
L-En,0.065468,0.058024,0.456455,1.469601,0.081933
elasticnet#2,0.063543,0.057872,0.508854,1.521994,0.083779
lgbm_gbdt#1,0.030842,0.031973,0.221879,1.061801,0.068958
ridge#2,0.013965,0.065398,0.084889,1.3233,0.077579
ridge#1,0.012957,0.064885,0.077816,1.328576,0.077389
lgbm_dart#1,-0.000193,0.037993,-0.03459,1.096945,0.037949
pls#1,-0.051364,0.048282,-0.462914,0.985356,0.015361
rf#1,-0.063694,0.033125,-0.315928,0.910983,0.034661
N-En,-0.074953,0.045531,-0.493813,1.061255,0.014424
rf#2,-0.094602,0.029938,-0.489762,0.690734,-0.010241
ffn#1,-0.169313,0.040124,-1.069908,1.107491,-0.012834
pls#2,-0.172549,0.052259,-0.915711,0.978228,-0.023129
lgbm_dart#2,-0.229558,-0.01027,-0.893458,0.53341,-0.070184
ffn#2,-0.70646,0.044118,-2.391205,0.921062,-0.284228
