model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lasso#1,0.084801,0.030341,0.813531,1.269363,0.086176,0.084801
lasso#2,0.084782,0.030345,0.812981,1.268916,0.086161,0.084782
lgbm_gbdt#2,0.084253,0.019164,0.946504,1.205199,0.095931,0.084253
elasticnet#1,0.084239,0.030202,0.800058,1.25706,0.085686,0.084239
elasticnet#2,0.083779,0.03038,0.78583,1.246751,0.085325,0.083779
L-En,0.081933,0.029391,0.733062,1.217522,0.086324,0.081933
ridge#2,0.077579,0.033439,0.529101,1.067988,0.075009,0.077579
ridge#1,0.077389,0.033213,0.529354,1.073972,0.074823,0.077389
pcr#2,0.070652,0.011574,1.331062,1.557864,0.077641,0.070652
pcr#1,0.070651,0.011573,1.331079,1.557872,0.077639,0.070651
lgbm_gbdt#1,0.068958,0.02177,0.59059,0.859154,0.085004,0.068958
lgbm_dart#1,0.037949,0.027525,0.388416,0.974736,0.049376,0.037949
rf#1,0.034661,0.028708,0.221405,0.851237,0.037227,0.034661
pls#1,0.015361,0.026363,0.129007,0.838844,0.022785,0.015361
N-En,0.014424,0.030803,0.128517,0.947746,0.02247,0.014424
rf#2,-0.010241,0.031967,-0.023365,0.576927,-0.004816,-0.010241
ffn#1,-0.012834,0.022658,-0.041647,1.012478,-0.007691,-0.012834
pls#2,-0.023129,0.029606,-0.156127,0.834575,-0.028983,-0.023129
lgbm_dart#2,-0.070184,0.021486,-0.317317,0.468915,-0.070136,-0.070184
ffn#2,-0.284228,0.031601,-0.996196,0.871717,-0.284575,-0.284228
