model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
L-En,0.032881,0.051418,1.24219,1.581527,0.070546
lasso#1,0.024205,0.044151,1.220448,1.384092,0.066541
elasticnet#2,0.023334,0.044229,1.210057,1.376791,0.066248
elasticnet#1,0.023318,0.044146,1.209199,1.378135,0.066274
lasso#2,0.023289,0.045077,1.194927,1.3578,0.065829
lgbm_gbdt#2,0.015148,0.027565,0.86924,1.00733,0.077126
rf#2,0.007657,0.046098,0.900988,1.147426,0.092868
pcr#2,0.004326,-0.000967,-0.307164,-2.025362,-0.007384
pcr#1,0.004326,-0.000967,-0.307164,-2.025362,-0.007384
rf#1,0.001026,0.037635,0.762206,1.018259,0.083833
lgbm_dart#2,-0.016078,0.065343,0.587738,1.135794,0.091577
lgbm_gbdt#1,-0.028727,0.014741,0.516333,0.877515,0.069066
N-En,-0.03681,0.036958,0.448813,0.972665,0.066421
lgbm_dart#1,-0.05747,-0.027959,0.024012,0.409882,0.028695
pls#2,-0.17737,-0.100292,-0.485348,-0.269511,0.074774
ridge#1,-0.196799,0.037057,-2.285969,1.064294,0.021779
ridge#2,-0.200446,0.036926,-2.292999,1.064024,0.02117
pls#1,-0.340073,0.050263,-2.379539,1.501746,0.06456
ffn#1,-0.411444,-0.066538,-2.305322,0.391092,-0.069012
ffn#2,-0.464458,-0.05351,-2.600863,0.451708,-0.077915
