model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.092868,0.087332,1.295994,1.488005,0.08769,0.092868
lgbm_dart#2,0.091577,0.09989,1.122481,1.485712,0.096021,0.091577
rf#1,0.083833,0.080126,1.037746,1.228768,0.081423,0.083833
lgbm_gbdt#2,0.077126,0.074866,0.957373,0.896438,0.08577,0.077126
pls#2,0.074774,0.083634,1.128853,1.199748,0.092941,0.074774
L-En,0.070546,0.061889,1.953118,2.187377,0.059999,0.070546
lgbm_gbdt#1,0.069066,0.081613,0.795491,0.920615,0.079341,0.069066
lasso#1,0.066541,0.053999,1.939519,2.173677,0.054488,0.066541
N-En,0.066421,0.100086,0.861719,1.224259,0.077406,0.066421
elasticnet#1,0.066274,0.054082,1.932298,2.173223,0.053971,0.066274
elasticnet#2,0.066248,0.054178,1.930038,2.17267,0.053862,0.066248
lasso#2,0.065829,0.055479,1.895893,2.161198,0.052488,0.065829
pls#1,0.06456,0.076877,0.795502,1.962611,0.064806,0.06456
lgbm_dart#1,0.028695,0.062127,0.177341,0.362343,0.021069,0.028695
ridge#1,0.021779,0.06594,0.55394,1.849385,0.014275,0.021779
ridge#2,0.02117,0.066022,0.527593,1.845439,0.013672,0.02117
pcr#2,-0.007384,-0.000587,-2.314639,-2.447692,-0.00696,-0.007384
pcr#1,-0.007384,-0.000587,-2.314639,-2.447692,-0.00696,-0.007384
ffn#1,-0.069012,0.089213,0.07516,1.151556,0.007523,-0.069012
ffn#2,-0.077915,0.091183,0.026416,1.169816,0.002632,-0.077915
