model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
L-En,0.114763,0.085045,0.844346,1.201367,0.105626,0.114763
ridge#2,0.107445,0.098592,0.677197,1.234201,0.100719,0.107445
ridge#1,0.106659,0.097953,0.673037,1.2361,0.0998,0.106659
elasticnet#2,0.104325,0.082986,0.814564,1.338905,0.095143,0.104325
lgbm_gbdt#1,0.104236,0.078864,0.591746,0.787524,0.092166,0.104236
lasso#2,0.1041,0.081788,0.831457,1.352381,0.095053,0.1041
lasso#1,0.104088,0.081761,0.831723,1.3527,0.095041,0.104088
elasticnet#1,0.10403,0.082215,0.822683,1.346046,0.094925,0.10403
lgbm_gbdt#2,0.103146,0.065795,0.900621,1.158121,0.096704,0.103146
pcr#2,0.076696,0.043329,1.209908,1.586466,0.074968,0.076696
pcr#1,0.076694,0.043327,1.209922,1.58648,0.074967,0.076694
N-En,0.073654,0.075264,0.267123,0.667535,0.050104,0.073654
lgbm_dart#1,0.070596,0.064429,0.3899,0.761943,0.05421,0.070596
pls#1,0.070514,0.051315,0.27342,0.360689,0.04971,0.070514
rf#1,0.064408,0.068862,0.200915,0.613183,0.036956,0.064408
ffn#1,0.064338,0.069933,0.218558,0.673127,0.04081,0.064338
rf#2,0.063752,0.075606,0.159101,0.468017,0.035621,0.063752
pls#2,0.026689,0.049794,-0.067972,0.317291,-0.013457,0.026689
lgbm_dart#2,-0.013039,0.034351,-0.225215,0.141452,-0.056589,-0.013039
ffn#2,-0.088534,0.051258,-0.54946,0.309115,-0.139716,-0.088534
