model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ffn#1,0.239747,0.212827,1.468369,0.977352,0.295959
ffn#2,0.235691,0.210023,1.468569,0.956393,0.292864
N-En,0.213241,0.174202,1.704456,0.201973,0.273527
lgbm_dart#1,0.194436,0.161648,1.667459,-0.084312,0.277595
lgbm_gbdt#1,0.190992,0.160026,1.6106,-0.001898,0.282202
lgbm_gbdt#2,0.180313,0.151872,1.704207,-0.123423,0.269782
pls#2,0.168746,0.170844,1.904159,0.544689,0.231321
rf#1,0.163465,0.14294,2.049848,0.119751,0.211955
lgbm_dart#2,0.158759,0.125162,1.750812,-0.045985,0.239379
rf#2,0.158704,0.139027,1.881186,-0.108429,0.216878
L-En,0.098725,0.084611,1.719687,0.647641,0.112546
elasticnet#1,0.067945,0.078681,1.636258,0.589826,0.098625
elasticnet#2,0.067778,0.079117,1.620705,0.591047,0.100502
lasso#2,0.066356,0.075888,1.730962,0.577404,0.096511
lasso#1,0.066091,0.076233,1.725383,0.576803,0.096731
ridge#1,0.021845,0.091698,1.271348,0.578441,0.101025
ridge#2,0.02159,0.091921,1.268986,0.579312,0.101154
pls#1,0.005366,0.097024,1.669422,0.464275,0.202762
pcr#2,-0.007932,-0.000546,-1.585868,-0.60776,-0.012033
pcr#1,-0.007932,-0.000546,-1.585868,-0.60776,-0.012033
