model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#1,0.295959,0.19739,1.726328,1.383528,0.390146,0.295959
ffn#2,0.292864,0.195971,1.731187,1.376724,0.383375,0.292864
lgbm_gbdt#1,0.282202,0.199405,1.864257,0.744654,0.335749,0.282202
lgbm_dart#1,0.277595,0.188191,1.993847,0.694582,0.293702,0.277595
N-En,0.273527,0.180076,2.030841,0.908533,0.308743,0.273527
lgbm_gbdt#2,0.269782,0.166238,1.994109,0.565145,0.291873,0.269782
lgbm_dart#2,0.239379,0.144639,2.081399,0.760547,0.272956,0.239379
pls#2,0.231321,0.143344,2.24988,1.184077,0.280047,0.231321
rf#2,0.216878,0.141761,2.21749,0.618871,0.228298,0.216878
rf#1,0.211955,0.13764,2.406874,0.796974,0.194373,0.211955
pls#1,0.202762,0.077023,2.050184,1.046438,0.239586,0.202762
L-En,0.112546,0.062344,2.004412,1.232969,0.154992,0.112546
ridge#2,0.101154,0.070623,1.503763,1.18403,0.179882,0.101154
ridge#1,0.101025,0.070481,1.505526,1.183698,0.179727,0.101025
elasticnet#2,0.100502,0.058792,1.858403,1.195209,0.15557,0.100502
elasticnet#1,0.098625,0.057579,1.873802,1.189232,0.152274,0.098625
lasso#1,0.096731,0.056573,1.972504,1.189272,0.142502,0.096731
lasso#2,0.096511,0.056236,1.978977,1.189282,0.141495,0.096511
pcr#2,-0.012033,-0.000447,-1.975373,-0.918424,-0.013972,-0.012033
pcr#1,-0.012033,-0.000447,-1.975373,-0.918424,-0.013972,-0.012033
