model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.123177,0.082915,1.6936,1.208688,0.129561
lgbm_dart#2,0.120124,0.075184,1.743883,1.372731,0.113347
lgbm_gbdt#1,0.115847,0.081391,1.801667,1.444582,0.116735
lgbm_dart#1,0.115722,0.070476,1.44656,0.937285,0.128928
lgbm_gbdt#2,0.103213,0.069465,1.786072,1.471893,0.096596
rf#2,0.070428,0.047028,1.139916,0.717528,0.137363
pcr#1,0.063795,0.052682,1.847043,2.367339,0.061262
pcr#2,0.063795,0.052682,1.847043,2.367339,0.061262
rf#1,0.058139,0.033551,0.983398,0.554426,0.131028
L-En,0.0577,0.068444,1.232087,1.417736,0.089726
lasso#2,0.02883,0.042044,0.910334,1.074294,0.071323
elasticnet#1,0.027576,0.042109,0.883612,1.071257,0.071506
elasticnet#2,0.027353,0.042338,0.881209,1.08028,0.071141
lasso#1,0.022876,0.043187,0.789012,1.031763,0.075929
ffn#2,0.019537,0.050491,0.560588,0.81188,0.082833
pls#1,-0.056604,0.016019,-0.34208,0.452847,0.096875
ffn#1,-0.057925,0.006961,-0.105769,0.248888,0.069502
ridge#1,-0.198846,0.060448,-0.904276,1.113801,0.066694
ridge#2,-0.20063,0.061615,-0.911044,1.130403,0.067085
pls#2,-0.368063,-0.031968,-1.511069,0.041543,0.103919
