model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.137363,0.089476,1.299843,1.257236,0.150161,0.137363
rf#1,0.131028,0.088799,1.278614,1.287421,0.142769,0.131028
N-En,0.129561,0.08218,1.568986,1.668013,0.145581,0.129561
lgbm_dart#1,0.128928,0.080221,1.500746,1.487865,0.14514,0.128928
lgbm_gbdt#1,0.116735,0.073742,1.798147,1.865788,0.12707,0.116735
lgbm_dart#2,0.113347,0.067347,1.776069,1.804398,0.129958,0.113347
pls#2,0.103919,0.073028,1.187074,1.121318,0.107856,0.103919
pls#1,0.096875,0.071166,1.083288,1.60012,0.09778,0.096875
lgbm_gbdt#2,0.096596,0.060307,1.912934,2.000415,0.106369,0.096596
L-En,0.089726,0.060379,1.765144,2.068688,0.100758,0.089726
ffn#2,0.082833,0.065712,1.085378,1.525096,0.108326,0.082833
lasso#1,0.075929,0.051085,1.675575,2.093852,0.086789,0.075929
elasticnet#1,0.071506,0.046941,1.668264,2.140039,0.081137,0.071506
lasso#2,0.071323,0.046659,1.673587,2.146739,0.080814,0.071323
elasticnet#2,0.071141,0.046708,1.667978,2.142607,0.080769,0.071141
ffn#1,0.069502,0.071493,0.81437,1.327038,0.096134,0.069502
ridge#2,0.067085,0.068534,1.257103,1.920112,0.088945,0.067085
ridge#1,0.066694,0.068002,1.254002,1.921946,0.088576,0.066694
pcr#1,0.061262,0.035051,2.498203,2.644207,0.066173,0.061262
pcr#2,0.061262,0.035051,2.498203,2.644207,0.066173,0.061262
