model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#2,0.169326,0.118595,0.683594,1.103866,0.145945,0.169326
ffn#1,0.169153,0.11693,0.67708,1.093187,0.145387,0.169153
rf#2,0.11352,0.061917,1.046124,1.211467,0.114302,0.11352
pls#1,0.104066,0.079845,0.641478,1.130318,0.083571,0.104066
N-En,0.09852,0.061478,0.956738,1.259578,0.097284,0.09852
pls#2,0.097839,0.078227,0.469739,1.092569,0.065023,0.097839
rf#1,0.085827,0.05134,0.973037,1.356579,0.084089,0.085827
ridge#1,0.075885,0.044939,0.655494,1.139846,0.065097,0.075885
ridge#2,0.075709,0.045001,0.657215,1.138812,0.06505,0.075709
L-En,0.068443,0.041988,0.734742,1.156204,0.059561,0.068443
lgbm_dart#1,0.058424,0.037959,1.140856,1.488739,0.061753,0.058424
elasticnet#1,0.056384,0.02934,0.683087,1.090187,0.046996,0.056384
elasticnet#2,0.054785,0.027937,0.673009,1.072329,0.045261,0.054785
lasso#2,0.053827,0.02682,0.668188,1.061135,0.044247,0.053827
lasso#1,0.053773,0.026782,0.667865,1.060762,0.04419,0.053773
lgbm_dart#2,0.044482,0.029986,1.213472,1.591488,0.048092,0.044482
pcr#1,0.043035,0.022869,1.101831,1.290502,0.044647,0.043035
pcr#2,0.043035,0.022869,1.101831,1.290502,0.044647,0.043035
lgbm_gbdt#2,0.039396,0.019116,0.95811,1.057232,0.038669,0.039396
lgbm_gbdt#1,0.039366,0.019087,0.95773,1.056768,0.038632,0.039366
