model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#2,0.117355,0.096309,1.402305,1.090386,0.11352
lgbm_dart#2,0.101167,0.037746,1.868473,1.541091,0.044482
lgbm_dart#1,0.098548,0.027303,1.595255,0.702674,0.058424
N-En,0.087206,0.087912,1.046356,0.977018,0.09852
pcr#1,0.077738,0.042115,1.863853,1.144709,0.043035
pcr#2,0.077738,0.042115,1.863853,1.144709,0.043035
rf#1,0.067995,0.077239,0.875777,1.204643,0.085827
lgbm_gbdt#2,0.025364,0.002214,1.047254,0.344814,0.039396
lgbm_gbdt#1,0.024898,0.002127,1.033569,0.338743,0.039366
ffn#1,0.002116,0.161349,-0.043278,0.742809,0.169153
ffn#2,-0.001237,0.170078,-0.063024,0.799847,0.169326
L-En,-0.095782,0.086135,-0.656244,1.21212,0.068443
ridge#2,-0.116478,0.095035,-0.733567,0.994304,0.075709
ridge#1,-0.118182,0.094969,-0.736598,0.995401,0.075885
elasticnet#1,-0.122501,0.072929,-0.76072,1.152175,0.056384
elasticnet#2,-0.128081,0.071792,-0.781988,1.172862,0.054785
lasso#2,-0.131223,0.070628,-0.793255,1.190959,0.053827
lasso#1,-0.131394,0.070581,-0.793873,1.191706,0.053773
pls#1,-0.198358,0.119817,-0.755251,1.245432,0.104066
pls#2,-0.460182,0.126255,-0.996674,1.36442,0.097839
