model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.178174,0.116109,1.887081,1.947036,0.156821,0.178174
rf#1,0.171012,0.124056,2.020732,2.11007,0.147095,0.171012
rf#2,0.169984,0.11609,2.000179,2.140586,0.145946,0.169984
ffn#1,0.163256,0.089285,1.761226,2.247701,0.112471,0.163256
ffn#2,0.156296,0.083742,1.771598,2.246125,0.107652,0.156296
lgbm_gbdt#1,0.155408,0.084791,1.816426,1.936285,0.130457,0.155408
N-En,0.152389,0.089546,2.056649,2.170342,0.125838,0.152389
lgbm_dart#2,0.143112,0.07356,1.838122,1.786335,0.124049,0.143112
pls#2,0.13901,0.055068,2.131415,2.103458,0.110961,0.13901
pls#1,0.138082,0.046072,2.081368,2.164768,0.112027,0.138082
ridge#2,0.085704,0.053097,1.208198,2.363294,0.049169,0.085704
ridge#1,0.084361,0.051924,1.197216,2.361114,0.048236,0.084361
L-En,0.08114,0.031884,2.007649,2.342917,0.061291,0.08114
lasso#2,0.058949,0.017769,1.940637,2.375023,0.046261,0.058949
lasso#1,0.058388,0.01763,1.950448,2.376843,0.046003,0.058388
elasticnet#1,0.057491,0.017911,1.973543,2.383185,0.0454,0.057491
elasticnet#2,0.057257,0.017618,1.98032,2.382912,0.045446,0.057257
pcr#1,0.05605,0.018722,2.045287,2.315298,0.043614,0.05605
pcr#2,0.05605,0.018722,2.045287,2.315298,0.043614,0.05605
lgbm_dart#1,0.047978,0.012136,1.461915,1.520527,0.033319,0.047978
