model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.15823,0.146507,1.535111,1.465674,0.196198
lgbm_dart#1,0.135009,0.131359,1.247531,1.206738,0.212343
rf#2,0.133747,0.131557,1.413139,1.371063,0.184319
lgbm_dart#2,0.132477,0.127553,1.426511,1.424249,0.176354
ffn#1,0.127614,0.139012,1.511702,1.632689,0.161464
ffn#2,0.12677,0.139074,1.511241,1.635269,0.1615
rf#1,0.124591,0.113971,1.363997,1.266571,0.176145
lgbm_gbdt#2,0.107208,0.098957,1.130075,1.082274,0.192044
lgbm_gbdt#1,0.092947,0.103101,1.126556,1.142636,0.177292
L-En,0.091804,0.076173,1.800541,1.732367,0.075899
lasso#2,0.082587,0.066771,1.826043,1.811439,0.066461
lasso#1,0.081442,0.06697,1.79467,1.804295,0.066298
elasticnet#2,0.063946,0.068417,1.416467,1.739262,0.063744
elasticnet#1,0.063795,0.067685,1.426984,1.754631,0.061766
pls#2,0.022054,0.027345,0.656378,0.687395,0.158246
pcr#2,-0.002816,-0.001187,-1.255453,-1.809361,-0.009646
pcr#1,-0.002816,-0.001187,-1.255453,-1.809361,-0.009646
pls#1,-0.058977,0.077731,0.186847,1.204815,0.108676
ridge#1,-0.205559,0.057454,-2.38424,1.290431,0.019036
ridge#2,-0.209558,0.057317,-2.416022,1.287017,0.018509
