model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.212343,0.181565,1.805616,1.826172,0.255381,0.212343
N-En,0.196198,0.163025,2.047441,2.06638,0.231143,0.196198
lgbm_gbdt#2,0.192044,0.159364,1.596224,1.601614,0.231723,0.192044
rf#2,0.184319,0.15162,1.962514,1.95337,0.213645,0.184319
lgbm_gbdt#1,0.177292,0.149371,1.666389,1.66741,0.218159,0.177292
lgbm_dart#2,0.176354,0.146042,2.023865,2.005825,0.211786,0.176354
rf#1,0.176145,0.142916,1.892962,1.874012,0.20848,0.176145
ffn#2,0.1615,0.138809,2.16879,2.200668,0.179858,0.1615
ffn#1,0.161464,0.13742,2.163461,2.192096,0.179856,0.161464
pls#2,0.158246,0.117156,1.751595,1.657145,0.176998,0.158246
pls#1,0.108676,0.078245,1.633562,2.050171,0.131559,0.108676
L-En,0.075899,0.059645,2.489822,2.507385,0.089369,0.075899
lasso#2,0.066461,0.049226,2.498153,2.543175,0.086952,0.066461
lasso#1,0.066298,0.049507,2.491327,2.536651,0.086731,0.066298
elasticnet#2,0.063744,0.051437,2.398323,2.484812,0.083841,0.063744
elasticnet#1,0.061766,0.05011,2.395013,2.491075,0.081547,0.061766
ridge#1,0.019036,0.061316,0.309006,2.21872,0.009164,0.019036
ridge#2,0.018509,0.061444,0.277445,2.216529,0.008266,0.018509
pcr#2,-0.009646,-0.000653,-2.830797,-2.489031,-0.012136,-0.009646
pcr#1,-0.009646,-0.000653,-2.830797,-2.489031,-0.012136,-0.009646
