model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
L-En,0.245743,-0.015602,0.759604,-0.230521,0.146911
lgbm_gbdt#2,0.211279,0.000808,-0.179567,-0.773915,0.042123
N-En,0.180883,-0.009558,-0.102167,-0.634771,0.054774
lasso#2,0.155431,0.016827,0.699465,-0.201617,0.072588
lasso#1,0.151483,0.018015,0.705627,-0.181958,0.069442
lgbm_dart#2,0.15132,-0.063468,-0.459974,-0.864355,-0.139713
pcr#1,0.151021,-0.015891,0.836526,-0.58899,0.051771
pcr#2,0.151021,-0.015891,0.836526,-0.58899,0.051771
elasticnet#1,0.1463,0.019393,0.747533,-0.15124,0.068305
elasticnet#2,0.144302,0.02017,0.745973,-0.136744,0.0653
pls#1,0.134147,-0.171642,-0.017254,-1.004757,-0.162793
rf#2,0.10754,-0.047474,-0.336707,-0.793515,-0.088035
rf#1,0.095524,-0.073029,-0.491711,-1.010871,-0.11108
lgbm_dart#1,0.088864,-0.005397,-0.09242,-0.660997,0.018121
ffn#2,0.065054,0.00643,-0.329814,-0.528147,0.02884
pls#2,0.050152,-0.218862,-0.282129,-1.1133,-0.153181
lgbm_gbdt#1,0.033166,-0.126533,-0.845147,-0.924662,-0.447334
ffn#1,0.023645,0.024218,-0.515901,-0.469524,-0.039518
ridge#1,-0.143353,-0.106798,-0.821313,-0.416903,-0.287176
ridge#2,-0.146859,-0.108325,-0.828218,-0.415023,-0.292665
