model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#1,0.127996,0.055652,1.286908,1.033836,0.137193
lgbm_gbdt#1,0.12175,0.046495,1.498854,1.352803,0.122287
N-En,0.121645,0.053028,1.256702,1.233322,0.134294
lgbm_dart#2,0.114681,0.043968,1.401824,1.276683,0.117462
lgbm_gbdt#2,0.105075,0.038651,1.59332,1.57997,0.101208
L-En,0.091322,0.037081,1.392451,1.44515,0.093564
pls#2,0.08713,0.054059,1.027547,1.006472,0.122605
rf#1,0.083696,0.044776,1.003774,0.83364,0.137196
rf#2,0.083589,0.038994,0.99214,0.687364,0.142687
lasso#1,0.077094,0.032264,1.352831,1.495307,0.080803
elasticnet#1,0.073513,0.029041,1.363624,1.55161,0.076332
lasso#2,0.073308,0.028671,1.366937,1.557941,0.076067
elasticnet#2,0.073264,0.028907,1.364443,1.554095,0.075965
ridge#2,0.072669,0.045544,1.098748,1.252619,0.078721
ridge#1,0.072234,0.0451,1.096876,1.259115,0.078222
pcr#1,0.067745,0.018371,1.93154,1.688131,0.063857
pcr#2,0.067745,0.018371,1.93154,1.688131,0.063857
ffn#2,0.067195,0.045047,0.899647,1.22244,0.090953
pls#1,0.054107,0.044656,0.856334,1.313465,0.116338
ffn#1,0.023889,0.054154,0.688399,1.137018,0.083683
