model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.142687,0.049934,1.220198,1.002832,0.14708,0.142687
rf#1,0.137196,0.050404,1.22628,1.11031,0.14287,0.137196
lgbm_dart#1,0.137193,0.045515,1.578959,1.178839,0.154472,0.137193
N-En,0.134294,0.04361,1.58211,1.385188,0.14792,0.134294
pls#2,0.122605,0.049489,1.363951,1.146827,0.1245,0.122605
lgbm_gbdt#1,0.122287,0.035973,1.89323,1.501894,0.132285,0.122287
lgbm_dart#2,0.117462,0.032988,1.764253,1.434777,0.131383,0.117462
pls#1,0.116338,0.036969,1.253061,1.353261,0.113664,0.116338
lgbm_gbdt#2,0.101208,0.028025,2.048617,1.699511,0.112193,0.101208
L-En,0.093564,0.028188,1.824035,1.375287,0.102408,0.093564
ffn#2,0.090953,0.036161,1.115574,1.278797,0.110306,0.090953
ffn#1,0.083683,0.044784,0.859414,1.227148,0.102386,0.083683
lasso#1,0.080803,0.023404,1.771275,1.360101,0.08954,0.080803
ridge#2,0.078721,0.03565,1.379322,1.23361,0.094523,0.078721
ridge#1,0.078222,0.035271,1.375286,1.238991,0.094068,0.078222
elasticnet#1,0.076332,0.020679,1.785622,1.396753,0.084417,0.076332
lasso#2,0.076067,0.020262,1.790976,1.395321,0.084021,0.076067
elasticnet#2,0.075965,0.020604,1.78626,1.400297,0.084081,0.075965
pcr#1,0.063857,0.013459,2.490064,1.560218,0.067138,0.063857
pcr#2,0.063857,0.013459,2.490064,1.560218,0.067138,0.063857
