model,IC_mean,IC_std,N
L-En,0.2356772226741267,0.6699084322791418,11
N-En,0.22329138869386547,0.684375167578921,11
elasticnet#1,0.22754848350823584,0.6751397692833657,11
elasticnet#2,0.22932565370645863,0.6734726261433276,11
ffn#1,0.2586216415163784,0.643524413006062,11
ffn#2,0.22562831904937172,0.6773058402868107,11
lasso#1,0.22508778631069654,0.6775260064638752,11
lasso#2,0.22508778631069654,0.6775260064638752,11
lgbm_dart#1,0.16715677295503475,0.7410722319498774,11
lgbm_dart#2,0.22777680312236798,0.6894687677194563,11
lgbm_gbdt#1,0.24965668788861545,0.6489956635811832,11
lgbm_gbdt#2,0.20740536763828707,0.6900562359229329,11
pcr#1,0.24670386373172756,0.6637046596981877,11
pcr#2,0.24670386373172756,0.6637046596981877,11
pls#1,0.249101337259232,0.6698669357068128,11
pls#2,0.2506158959719331,0.6695522702267528,11
rf#1,0.21699585630660054,0.6835862928491138,11
rf#2,0.2017120496699402,0.702108049045465,11
ridge#1,0.2306757484002066,0.6668666579368703,11
ridge#2,0.2306757484002066,0.6668666579368703,11
