model,IC_mean,IC_std,N
L-En,0.25609773086306703,0.47491542538694076,13
N-En,0.17645105818332335,0.47293233491367526,13
elasticnet#1,0.18394084991145984,0.4715628303694088,13
elasticnet#2,0.18303405368164669,0.4714994293146206,13
ffn#1,0.36900526807763845,0.464199425091365,13
ffn#2,0.36734649830681093,0.464326482495243,13
lasso#1,0.17511790378980654,0.475360940240122,13
lasso#2,0.17568988177751482,0.48090024730775377,13
lgbm_dart#1,0.11283772043106767,0.47391395460887986,13
lgbm_dart#2,0.11460954997962892,0.45551243502960675,13
lgbm_gbdt#1,0.09445805617423829,0.4789556841510653,13
lgbm_gbdt#2,0.1003657073976348,0.46022214876427514,13
pcr#1,-0.016449708555345603,0.4640725904875486,13
pcr#2,-0.016449708555345603,0.4640725904875486,13
pls#1,0.3328867928184613,0.46499052600040053,13
pls#2,0.29090470972891097,0.47710923414988077,13
rf#1,0.11537024576868103,0.47898527030868204,13
rf#2,0.10216927237915652,0.47847692884948784,13
ridge#1,0.1598243910599491,0.458043018679342,13
ridge#2,0.15863051577006976,0.4573283404551318,13
