model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.395108,0.4062,1.190917,0.842771,0.466811,0.395108
lgbm_dart#2,0.332266,0.355897,1.267862,0.945538,0.383329,0.332266
lgbm_gbdt#2,0.235506,0.26462,1.126454,0.835359,0.296991,0.235506
lasso#1,0.172621,0.147262,1.076071,0.960486,0.270015,0.172621
lasso#2,0.172538,0.147291,1.076053,0.960429,0.270003,0.172538
lgbm_gbdt#1,0.170792,0.23797,0.874266,0.800156,0.166275,0.170792
elasticnet#1,0.167674,0.146596,1.072588,0.9545,0.264932,0.167674
elasticnet#2,0.166688,0.147826,1.072625,0.955277,0.266406,0.166688
N-En,0.1574,0.216923,0.884404,0.712484,0.288799,0.1574
L-En,0.141161,0.131507,1.049849,0.847362,0.228189,0.141161
rf#2,0.137849,0.171235,0.83222,0.665494,0.273027,0.137849
rf#1,0.11385,0.114983,0.79143,0.573056,0.276208,0.11385
pls#2,0.077543,0.001336,0.819426,0.336416,0.274623,0.077543
ridge#1,0.049998,0.133685,0.791132,0.648889,0.136626,0.049998
ridge#2,0.048202,0.133308,0.77677,0.643369,0.134548,0.048202
pcr#1,0.040184,0.01323,0.616674,0.951742,0.038356,0.040184
pcr#2,0.040184,0.01323,0.616674,0.951742,0.038356,0.040184
pls#1,-0.024194,0.090295,0.32542,0.571112,0.142414,-0.024194
ffn#2,-0.292234,-0.032044,0.062093,0.282199,0.027012,-0.292234
ffn#1,-0.393089,-0.116344,0.054927,0.166823,0.029992,-0.393089
