model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.143405,0.102481,1.368209,1.227238,0.176553
N-En,0.141096,0.095642,1.404624,1.251176,0.164746
lgbm_dart#1,0.128111,0.099829,1.407387,1.454524,0.161898
rf#2,0.120157,0.091791,1.288876,1.274733,0.160529
ffn#1,0.114244,0.084451,0.99742,1.017415,0.164964
ffn#2,0.112788,0.084202,0.985422,1.015091,0.164576
rf#1,0.111057,0.086456,1.122255,1.095201,0.174007
lgbm_gbdt#2,0.099956,0.057405,1.088004,0.796554,0.144759
lgbm_gbdt#1,0.098862,0.076722,1.277455,1.281611,0.129013
pls#2,0.090031,0.062188,0.983356,0.91159,0.176393
pls#1,0.088864,0.072284,0.895886,1.163741,0.159273
L-En,0.085315,0.055222,1.594567,1.526132,0.099165
elasticnet#2,0.055968,0.03378,1.813117,1.665234,0.057709
elasticnet#1,0.054708,0.035237,1.931056,1.845987,0.053481
lasso#2,0.051933,0.030625,1.793478,1.655691,0.056202
lasso#1,0.051888,0.030708,1.796445,1.66173,0.056074
pcr#1,0.038899,0.050526,1.18287,1.774667,0.075248
pcr#2,0.038899,0.050526,1.18287,1.774667,0.075248
ridge#1,-0.087608,0.041633,0.087215,1.118227,0.101835
ridge#2,-0.089095,0.04223,0.079916,1.117382,0.10334
