model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.176553,0.14129,1.681643,1.836346,0.17496,0.176553
pls#2,0.176393,0.119416,1.602025,1.941034,0.179244,0.176393
rf#1,0.174007,0.139961,1.687334,1.838243,0.176493,0.174007
ffn#1,0.164964,0.129716,1.456844,1.89979,0.170506,0.164964
N-En,0.164746,0.127333,1.677171,1.930949,0.165734,0.164746
ffn#2,0.164576,0.12983,1.454597,1.898682,0.170194,0.164576
lgbm_dart#1,0.161898,0.118207,1.781097,1.976583,0.160503,0.161898
rf#2,0.160529,0.119143,1.764871,1.93397,0.16186,0.160529
pls#1,0.159273,0.104636,1.618864,2.042175,0.160423,0.159273
lgbm_gbdt#2,0.144759,0.113833,1.495948,1.683929,0.145321,0.144759
lgbm_gbdt#1,0.129013,0.103253,1.752001,2.031706,0.127933,0.129013
ridge#2,0.10334,0.095173,1.304546,2.096274,0.105775,0.10334
ridge#1,0.101835,0.093736,1.299877,2.102862,0.104244,0.101835
L-En,0.099165,0.068378,1.758699,2.241845,0.098645,0.099165
pcr#1,0.075248,0.04908,1.822516,2.307681,0.073947,0.075248
pcr#2,0.075248,0.04908,1.822516,2.307681,0.073947,0.075248
elasticnet#2,0.057709,0.036126,1.999693,2.38662,0.056899,0.057709
lasso#2,0.056202,0.033799,2.058039,2.414313,0.055082,0.056202
lasso#1,0.056074,0.03372,2.059637,2.415428,0.054947,0.056074
elasticnet#1,0.053481,0.032995,2.065126,2.418387,0.0524,0.053481
