model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.104867,0.047814,0.889842,0.175385,0.09793,0.104867
lgbm_gbdt#1,0.089652,0.068648,0.675006,0.317424,0.084572,0.089652
lgbm_dart#2,0.081212,0.074194,0.736591,0.577223,0.087137,0.081212
N-En,0.078884,0.066605,0.798956,0.367965,0.077005,0.078884
lgbm_dart#1,0.078216,0.061384,0.65621,0.173055,0.066899,0.078216
rf#1,0.077678,0.054716,0.785565,0.28626,0.07242,0.077678
rf#2,0.066456,0.044396,0.837246,0.26743,0.06107,0.066456
pls#2,0.06576,0.017453,0.767493,0.087684,0.09026,0.06576
pls#1,0.035988,0.033417,0.577887,0.406533,0.07906,0.035988
L-En,0.035239,0.022303,1.016955,0.486665,0.037063,0.035239
lasso#1,0.029211,0.021713,1.068702,0.64661,0.031807,0.029211
elasticnet#1,0.028332,0.021788,1.065107,0.645542,0.030849,0.028332
elasticnet#2,0.02819,0.021873,1.064329,0.644297,0.030635,0.02819
lasso#2,0.026792,0.022939,1.049866,0.629652,0.028196,0.026792
ffn#1,-0.003542,0.0709,0.304618,0.446182,0.02458,-0.003542
pcr#2,-0.00443,-0.000185,-1.227246,-0.097625,-0.006815,-0.00443
pcr#1,-0.00443,-0.000185,-1.227246,-0.097625,-0.006815,-0.00443
ffn#2,-0.015941,0.072784,0.228338,0.445898,0.01842,-0.015941
ridge#1,-0.032561,0.02334,-1.4065,0.34766,-0.023584,-0.032561
ridge#2,-0.033832,0.023228,-1.444586,0.34355,-0.024715,-0.033832
