model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ridge#2,0.357079,0.158417,0.761788,0.88203,0.08763
ridge#1,0.35667,0.157731,0.765266,0.879048,0.087735
ffn#2,0.321595,0.110379,0.671501,0.340562,0.12405
ffn#1,0.320581,0.12252,0.602732,0.345308,0.158403
lgbm_gbdt#2,0.280012,0.145829,0.965077,0.935069,0.096342
N-En,0.254824,0.150556,0.85499,0.630876,0.145784
rf#1,0.251834,0.167434,0.866085,0.715502,0.157299
rf#2,0.235869,0.170704,0.85861,0.702177,0.169386
lgbm_dart#2,0.194445,0.147907,0.964537,0.871196,0.117422
L-En,0.182374,0.116893,0.990989,0.835893,0.092128
lgbm_dart#1,0.171972,0.131578,0.712415,0.500253,0.162232
elasticnet#1,0.143266,0.107431,1.097901,1.008682,0.072093
pls#2,0.14048,0.118216,0.48657,0.42048,0.156319
elasticnet#2,0.13279,0.104895,1.102236,1.008831,0.071025
lasso#1,0.128625,0.109039,1.102642,1.016158,0.076118
lasso#2,0.096011,0.095135,1.098938,1.028672,0.064649
pcr#1,0.069776,0.060467,0.964968,0.828403,0.054972
pcr#2,0.069776,0.060467,0.964968,0.828403,0.054972
pls#1,-0.280735,0.110154,-1.492991,0.487502,0.16512
lgbm_gbdt#1,-0.315243,0.124032,-1.877655,0.642087,0.163194
