model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#2,0.169386,0.115346,0.918035,0.916363,0.169386,0.169386
pls#1,0.16512,0.084089,0.851638,0.896248,0.16512,0.16512
lgbm_gbdt#1,0.163194,0.065464,0.919089,0.909517,0.163194,0.163194
lgbm_dart#1,0.162232,0.099585,0.906844,0.910633,0.162232,0.162232
ffn#1,0.158403,0.141116,0.858553,0.866278,0.158403,0.158403
rf#1,0.157299,0.104362,0.929342,0.906902,0.157299,0.157299
pls#2,0.156319,0.107473,0.90017,0.87263,0.156319,0.156319
N-En,0.145784,0.097022,0.922524,0.91063,0.145784,0.145784
ffn#2,0.12405,0.112184,0.811231,0.855307,0.12405,0.12405
lgbm_dart#2,0.117422,0.073203,0.990923,0.976722,0.117422,0.117422
lgbm_gbdt#2,0.096342,0.055972,0.994892,0.908536,0.096342,0.096342
L-En,0.092128,0.064566,1.010523,0.978552,0.092128,0.092128
ridge#1,0.087735,0.094059,1.120428,0.985865,0.087735,0.087735
ridge#2,0.08763,0.094622,1.122175,0.986275,0.08763,0.08763
lasso#1,0.076118,0.050385,1.027511,1.026056,0.076118,0.076118
elasticnet#1,0.072093,0.049247,1.031333,1.025825,0.072093,0.072093
elasticnet#2,0.071025,0.047222,1.032743,1.027285,0.071025,0.071025
lasso#2,0.064649,0.038834,1.030488,1.038068,0.064649,0.064649
pcr#1,0.054972,0.034401,1.020667,0.973316,0.054972,0.054972
pcr#2,0.054972,0.034401,1.020667,0.973316,0.054972,0.054972
