model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
pcr#1,-0.06153,0.015353,-0.70782,0.934002,-0.033498,-0.06153
pcr#2,-0.061535,0.015353,-0.707845,0.933992,-0.033501,-0.061535
lgbm_gbdt#2,-0.090704,0.091509,0.206081,1.184505,0.036027,-0.090704
lasso#1,-0.180984,-0.002073,-0.164676,0.656562,-0.028749,-0.180984
lasso#2,-0.181324,-0.002168,-0.165487,0.655866,-0.028919,-0.181324
elasticnet#1,-0.188239,-0.004078,-0.17972,0.642181,-0.032157,-0.188239
elasticnet#2,-0.19743,-0.006509,-0.200143,0.624575,-0.036749,-0.19743
L-En,-0.238289,-0.011083,-0.245318,0.602435,-0.051991,-0.238289
rf#1,-0.242197,0.041326,-0.073641,0.862285,-0.018714,-0.242197
ridge#1,-0.34378,-0.048483,-0.319551,0.40077,-0.090653,-0.34378
ridge#2,-0.345407,-0.051051,-0.321784,0.389347,-0.091487,-0.345407
lgbm_dart#1,-0.348309,0.063824,-0.918959,1.128007,-0.163851,-0.348309
lgbm_gbdt#1,-0.408657,0.007872,-0.896739,0.635279,-0.213248,-0.408657
N-En,-0.580347,0.018322,-0.671588,0.767698,-0.236912,-0.580347
pls#2,-0.661335,-0.106547,-0.513706,0.255174,-0.230531,-0.661335
rf#2,-0.661357,-0.040359,-0.625093,0.503219,-0.250787,-0.661357
pls#1,-0.664989,-0.099293,-0.550962,0.281266,-0.247409,-0.664989
lgbm_dart#2,-0.690982,0.039209,-1.294383,0.900523,-0.364802,-0.690982
ffn#1,-0.833708,-0.030338,-0.616453,0.555608,-0.33708,-0.833708
ffn#2,-2.477204,-0.197084,-1.078624,0.083886,-1.290679,-2.477204
