model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,10,2.006866,1.604216,3.955992,1.0
N-En,10,2.631016,2.473807,3.363239,1.0
elasticnet#1,10,2.883679,2.580261,3.534136,1.0
elasticnet#2,10,2.881953,2.582362,3.529146,1.0
ffn#1,10,2.520157,2.321556,3.432799,1.0
ffn#2,10,2.200222,2.447043,2.843315,0.9
lasso#1,10,2.716936,2.476942,3.468675,1.0
lasso#2,10,3.153726,2.897954,3.441379,1.0
lgbm_dart#1,10,2.016804,1.746779,3.651117,0.9
lgbm_dart#2,10,2.913367,2.809557,3.27912,0.9
lgbm_gbdt#1,10,2.8922,2.786127,3.282672,1.0
lgbm_gbdt#2,10,2.369843,2.366662,3.166528,0.9
pcr#1,10,0.730331,2.944892,0.784242,0.6
pcr#2,10,0.730331,2.944892,0.784242,0.6
pls#1,10,1.880714,1.689514,3.520149,1.0
pls#2,10,2.055537,1.648554,3.942959,1.0
rf#1,10,2.281541,2.338525,3.085221,1.0
rf#2,10,2.319206,2.200892,3.332272,0.9
ridge#1,10,2.22718,2.128415,3.309017,1.0
ridge#2,10,2.22718,2.128415,3.309017,1.0
