model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.451161237538771,"[-0.613649941337225, -0.2886725337403171]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.30754673837891966,"[-0.35660373304441584, -0.2584897437134235]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.4039753989677384,"[-0.5236128262195456, -0.2843379717159311]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.4547545098781929,"[-0.6206552574770459, -0.2888537622793399]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.588487008845305,"[-0.8874699412677767, -0.2895040764228334]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.36751202689397877,"[-0.45739399678000225, -0.2776300570079553]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.5700072805315819,"[-0.8502898349986894, -0.2897247260644744]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.1389159221078522,"[-0.12662139401879147, -0.15121045019691293]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.07094615772652002,"[-0.05396211220594749, -0.08793020324709255]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.6484294399855316,"[-1.008137234750036, -0.2887216452210273]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.23664584961726565,"[-0.2507727678881233, -0.222518931346408]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.46969028307575067,"[-0.6499383265177079, -0.28944223963379345]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.4339482486661066,"[-0.5803472199724828, -0.28754927735973035]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.1062902459102818,"[-0.09039756999133575, -0.12218292182922785]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-1.9019287055251504,"[-3.519642526874076, -0.28421488417622465]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-1.780384424317758,"[-3.2764527313399547, -0.2843161172955613]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-2.3348959577764044,"[-4.385837096727706, -0.28395481882510243]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.19696481539081545,"[-0.19745658923010612, -0.19647304155152479]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.24958218697571521,"[-0.2690481943924503, -0.23011617955898012]",3,1,60,True,
