model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.083303,0.068552,0.9293,1.647128,0.084439,0.083303
L-En,0.078625,0.074738,0.688044,1.373847,0.073766,0.078625
lasso#1,0.074908,0.072772,0.725426,1.538048,0.070019,0.074908
lasso#2,0.074884,0.072786,0.724796,1.53747,0.069994,0.074884
elasticnet#1,0.074114,0.072963,0.7091,1.526328,0.069237,0.074114
elasticnet#2,0.073438,0.07339,0.691561,1.512388,0.068483,0.073438
pcr#2,0.062547,0.040329,1.042692,1.863126,0.053043,0.062547
pcr#1,0.062546,0.040328,1.042713,1.863143,0.053042,0.062546
ridge#2,0.061091,0.082547,0.477038,1.312498,0.061867,0.061091
ridge#1,0.060552,0.082252,0.474103,1.319554,0.061303,0.060552
lgbm_gbdt#1,0.051736,0.071252,0.227687,0.968433,0.030431,0.051736
rf#1,0.033024,0.065909,0.168256,0.914789,0.025703,0.033024
lgbm_dart#1,0.027717,0.064364,0.086985,1.120853,0.010132,0.027717
N-En,0.006711,0.069159,-0.048325,0.925006,-0.007912,0.006711
pls#1,-0.004772,0.035167,-0.061824,0.458787,-0.010348,-0.004772
rf#2,-0.010469,0.063171,-0.115241,0.613269,-0.022272,-0.010469
ffn#1,-0.027585,0.059181,-0.196531,0.874854,-0.035575,-0.027585
pls#2,-0.043736,0.03303,-0.323079,0.404323,-0.057335,-0.043736
lgbm_dart#2,-0.082433,0.034872,-0.573621,0.397756,-0.11889,-0.082433
ffn#2,-0.333036,0.02463,-1.189489,0.319837,-0.372367,-0.333036
