model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,2,4.481789,0.407649,174.528191,1.0
N-En,2,4.481789,0.407649,174.528191,1.0
elasticnet#1,2,4.481789,0.407649,174.528191,1.0
elasticnet#2,2,4.481789,0.407649,174.528191,1.0
ffn#1,2,4.811557,0.027512,2776.261794,1.0
ffn#2,2,4.811557,0.027512,2776.261794,1.0
lasso#1,2,4.481789,0.407649,174.528191,1.0
lasso#2,2,4.481789,0.407649,174.528191,1.0
lgbm_dart#1,2,4.656379,3.441586,21.477805,1.0
lgbm_dart#2,2,5.851837,1.529891,60.720027,1.0
lgbm_gbdt#1,2,4.481789,0.407649,174.528191,1.0
lgbm_gbdt#2,2,5.851837,1.529891,60.720027,1.0
pcr#1,2,0.381978,2.846227,2.130436,0.5
pcr#2,2,0.381978,2.846227,2.130436,0.5
pls#1,2,5.897975,1.570536,59.61497,1.0
pls#2,2,4.758134,0.057854,1305.576763,1.0
rf#1,2,4.481789,0.407649,174.528191,1.0
rf#2,2,4.481789,0.407649,174.528191,1.0
ridge#1,2,5.851837,1.529891,60.720027,1.0
ridge#2,2,5.851837,1.529891,60.720027,1.0
